,accession,label
279,YP_007010854.1,baseplate
280,YP_007010354.1,baseplate
281,YP_007010358.1,baseplate
282,YP_007010359.1,baseplate
283,YP_007010364.1,baseplate
284,YP_007010366.1,baseplate
285,YP_007010367.1,baseplate
286,YP_007010371.1,baseplate
287,YP_009101449.1,baseplate
288,YP_009217546.1,baseplate
289,YP_009217549.1,baseplate
290,YP_009217551.1,baseplate
291,YP_009217552.1,baseplate
292,YP_009217585.1,baseplate
293,YP_009217587.1,baseplate
294,YP_007349007.1,baseplate
295,YP_007349112.1,baseplate
296,YP_007349148.1,baseplate
297,YP_007349149.1,baseplate
298,YP_007517920.1,baseplate
299,YP_009215885.1,baseplate
300,YP_008060621.1,baseplate
301,YP_008060622.1,baseplate
302,YP_008060625.1,baseplate
303,YP_008060714.1,baseplate
304,YP_008060717.1,baseplate
305,YP_008060719.1,baseplate
306,YP_008060720.1,baseplate
307,YP_008060721.1,baseplate
308,YP_008060722.1,baseplate
309,YP_008061627.1,baseplate
310,YP_008060939.1,baseplate
311,YP_008061395.1,baseplate
312,YP_009221264.1,baseplate
313,YP_009098969.1,baseplate
314,YP_008770028.1,baseplate
315,YP_008771653.1,baseplate
316,YP_008771748.1,baseplate
317,YP_008771789.1,baseplate
318,YP_008771790.1,baseplate
319,YP_008770862.1,baseplate
320,YP_008770956.1,baseplate
321,YP_008770996.1,baseplate
322,YP_009030380.1,baseplate
323,YP_009030448.1,baseplate
324,YP_009021328.1,baseplate
325,YP_009097706.1,baseplate
326,YP_009097707.1,baseplate
327,YP_009097799.1,baseplate
328,YP_009097802.1,baseplate
329,YP_009097804.1,baseplate
330,YP_009097805.1,baseplate
331,YP_009099792.1,baseplate
332,YP_009151644.1,baseplate
333,YP_009147536.1,baseplate
334,YP_009147640.1,baseplate
335,YP_009126066.1,baseplate
336,YP_009784963.1,baseplate
337,YP_009220792.1,baseplate
338,YP_009220793.1,baseplate
339,YP_009220970.1,baseplate
340,YP_009218541.1,baseplate
341,YP_009218542.1,baseplate
342,YP_009218545.1,baseplate
343,YP_009218548.1,baseplate
344,YP_009218633.1,baseplate
345,YP_009218636.1,baseplate
346,YP_009218637.1,baseplate
347,YP_009194345.1,baseplate
348,YP_009194346.1,baseplate
349,YP_009194349.1,baseplate
350,YP_009194442.1,baseplate
351,YP_009194445.1,baseplate
352,YP_009194447.1,baseplate
353,YP_009194448.1,baseplate
354,YP_009607297.1,baseplate
355,YP_009607298.1,baseplate
356,YP_009607301.1,baseplate
357,YP_009607391.1,baseplate
358,YP_009607394.1,baseplate
359,YP_009607396.1,baseplate
360,YP_009607397.1,baseplate
361,YP_009607399.1,baseplate
362,YP_009607018.1,baseplate
363,YP_009607019.1,baseplate
364,YP_009607022.1,baseplate
365,YP_009607023.1,baseplate
366,YP_009607116.1,baseplate
367,YP_009607118.1,baseplate
368,YP_009607119.1,baseplate
369,YP_009194918.1,baseplate
370,YP_009194919.1,baseplate
371,YP_009194922.1,baseplate
372,YP_009195012.1,baseplate
373,YP_009195015.1,baseplate
374,YP_009195017.1,baseplate
375,YP_009195018.1,baseplate
376,YP_009616612.1,baseplate
377,YP_009302439.1,baseplate
378,YP_009615948.1,baseplate
379,YP_009615949.1,baseplate
380,YP_009616006.1,baseplate
381,YP_009616103.1,baseplate
382,YP_009283780.1,baseplate
383,YP_009283849.1,baseplate
384,YP_009283850.1,baseplate
385,YP_009283886.1,baseplate
386,YP_009293438.1,baseplate
387,YP_009293437.1,baseplate
388,YP_009293367.1,baseplate
389,YP_009293266.1,baseplate
390,YP_009285640.1,baseplate
391,YP_009285641.1,baseplate
392,YP_009285731.1,baseplate
393,YP_009285734.1,baseplate
394,YP_009285736.1,baseplate
395,YP_009285737.1,baseplate
396,YP_009285738.1,baseplate
397,YP_009831399.1,baseplate
398,YP_009831403.1,baseplate
399,YP_009831497.1,baseplate
400,YP_009831499.1,baseplate
401,YP_009831500.1,baseplate
402,YP_009626337.1,baseplate
403,YP_009626341.1,baseplate
404,YP_009322940.1,baseplate
405,YP_009322941.1,baseplate
406,YP_009323060.1,baseplate
407,YP_009323062.1,baseplate
408,YP_009831119.1,baseplate
409,YP_009831123.1,baseplate
410,YP_009831217.1,baseplate
411,YP_009831218.1,baseplate
412,YP_009288013.1,baseplate
413,YP_009597729.1,baseplate
414,YP_009876392.1,baseplate
415,YP_009876464.1,baseplate
416,YP_009599732.1,baseplate
417,YP_009599744.1,baseplate
418,YP_009609645.1,baseplate
419,YP_009609649.1,baseplate
420,YP_009610052.1,baseplate
421,YP_009834663.1,baseplate
422,YP_009834657.1,baseplate
423,YP_009834654.1,baseplate
424,YP_009877638.1,baseplate
425,YP_009613020.1,baseplate
426,YP_009613022.1,baseplate
427,YP_009613218.1,baseplate
428,YP_009613221.1,baseplate
429,YP_009613223.1,baseplate
430,YP_009613224.1,baseplate
431,YP_009834888.1,baseplate
432,YP_009834891.1,baseplate
433,YP_009834897.1,baseplate
434,YP_009834900.1,baseplate
435,YP_009621068.1,baseplate
436,YP_009879446.1,baseplate
437,YP_009879587.1,baseplate
438,YP_009796156.1,baseplate
439,YP_009796308.1,baseplate
440,YP_009796375.1,baseplate
441,YP_009796522.1,baseplate
442,YP_009879663.1,baseplate
443,YP_009879808.1,baseplate
444,YP_009798797.1,baseplate
445,YP_009798833.1,baseplate
446,YP_009798888.1,baseplate
447,YP_009837623.1,baseplate
448,YP_009837755.1,baseplate
449,YP_009802284.1,baseplate
450,YP_009804806.1,baseplate
451,YP_009804973.1,baseplate
452,YP_009880601.1,baseplate
453,YP_009880736.1,baseplate
454,YP_009805745.1,baseplate
455,YP_009881277.1,baseplate
456,YP_009881342.1,baseplate
457,YP_009881143.1,baseplate
458,YP_009881712.1,baseplate
459,YP_009883453.1,baseplate
460,YP_009883562.1,baseplate
461,YP_009883601.1,baseplate
462,YP_009889913.1,baseplate
463,YP_009889979.1,baseplate
464,YP_009883093.1,baseplate
465,YP_009883159.1,baseplate
466,YP_009884524.1,baseplate
467,YP_009885962.1,baseplate
468,YP_009889440.1,baseplate
469,YP_009889483.1,baseplate
470,YP_009889549.1,baseplate
471,YP_009888118.1,baseplate
472,YP_009888528.1,baseplate
473,YP_009887916.1,baseplate
474,YP_009888324.1,baseplate
475,YP_009887527.1,baseplate
476,YP_009889137.1,baseplate
477,YP_009888725.1,baseplate
478,YP_009888935.1,baseplate
479,YP_009887338.1,baseplate
480,YP_010057087.1,baseplate
481,YP_010057313.1,baseplate
482,YP_010057542.1,baseplate
483,YP_010058694.1,baseplate
484,YP_010058229.1,baseplate
485,YP_010058012.1,baseplate
486,YP_010057776.1,baseplate
487,YP_010058462.1,baseplate
488,YP_010058918.1,baseplate
489,YP_010059442.1,baseplate
490,YP_010089021.1,baseplate
491,YP_010089025.1,baseplate
492,YP_010089112.1,baseplate
493,YP_010089114.1,baseplate
494,YP_010089115.1,baseplate
495,YP_010092945.1,baseplate
496,YP_010092949.1,baseplate
497,YP_010095702.1,baseplate
498,YP_010095703.1,baseplate
499,YP_010095704.1,baseplate
500,YP_010095706.1,baseplate
501,YP_010095709.1,baseplate
502,YP_010095747.1,baseplate
503,YP_010095748.1,baseplate
504,YP_010095749.1,baseplate
505,YP_010095751.1,baseplate
506,YP_010095754.1,baseplate
507,NP_899587.1,baseplate
508,NP_899588.1,baseplate
509,NP_899590.1,baseplate
510,YP_008125528.1,baseplate
511,YP_008125163.1,baseplate
512,YP_008125164.1,baseplate
513,YP_008125166.1,baseplate
514,YP_004327042.1,baseplate
515,YP_009006269.1,baseplate
516,YP_009006270.1,baseplate
517,YP_009006272.1,baseplate
518,YP_009201403.1,baseplate
519,YP_009201405.1,baseplate
520,YP_009201406.1,baseplate
521,YP_009201419.1,baseplate
522,YP_010089758.1,baseplate
523,YP_009882252.1,baseplate
524,NP_049765.1,baseplate
525,NP_049766.1,baseplate
526,NP_049806.1,baseplate
527,NP_049807.1,baseplate
528,YP_010067298.1,baseplate
529,YP_010067299.1,baseplate
530,YP_010067341.1,baseplate
531,YP_010067342.1,baseplate
532,NP_046773.1,baseplate
533,YP_009591445.1,baseplate
534,YP_010067036.1,baseplate
535,YP_010067037.1,baseplate
536,YP_010067075.1,baseplate
537,YP_010067076.1,baseplate
538,YP_002854111.1,baseplate
539,YP_002854112.1,baseplate
540,YP_002854148.1,baseplate
541,YP_002854149.1,baseplate
542,NP_861858.1,baseplate
543,NP_861859.1,baseplate
544,NP_861897.1,baseplate
545,NP_861898.1,baseplate
546,NP_958072.1,baseplate
547,NP_044961.1,baseplate
548,YP_009098538.1,baseplate
549,YP_009098539.1,baseplate
550,YP_009098577.1,baseplate
551,YP_009098578.1,baseplate
552,NP_542578.1,baseplate
553,YP_009167525.1,baseplate
554,YP_009167526.1,baseplate
555,YP_009167557.1,baseplate
556,YP_009167560.1,baseplate
557,YP_009167562.1,baseplate
558,YP_009167563.1,baseplate
559,YP_009874098.1,baseplate
560,NP_891704.1,baseplate
561,NP_891708.1,baseplate
562,NP_891710.1,baseplate
563,NP_891747.1,baseplate
564,NP_891748.1,baseplate
565,NP_891751.1,baseplate
566,NP_891752.1,baseplate
567,YP_001285376.1,baseplate
568,NP_599049.1,baseplate
569,YP_239741.1,baseplate
570,YP_008318497.1,baseplate
571,YP_009167970.1,baseplate
572,YP_009167971.1,baseplate
573,YP_009168004.1,baseplate
574,YP_009168007.1,baseplate
575,YP_009168009.1,baseplate
576,YP_009168010.1,baseplate
577,YP_009102358.1,baseplate
578,YP_009102359.1,baseplate
579,YP_009102395.1,baseplate
580,YP_009102396.1,baseplate
581,YP_762528.1,baseplate
582,NP_076693.1,baseplate
583,NP_758925.1,baseplate
584,YP_008318357.1,baseplate
585,YP_009874263.1,baseplate
586,YP_009874201.1,baseplate
587,YP_009874149.1,baseplate
588,YP_195114.1,baseplate
589,YP_001039827.1,baseplate
590,YP_214343.1,baseplate
591,YP_214582.1,baseplate
592,YP_214640.1,baseplate
593,YP_214641.1,baseplate
594,YP_214642.1,baseplate
595,YP_214644.1,baseplate
596,YP_001595282.1,baseplate
597,YP_001595283.1,baseplate
598,YP_001595284.1,baseplate
599,YP_001595319.1,baseplate
600,YP_529578.1,baseplate
601,YP_239587.1,baseplate
602,YP_239665.1,baseplate
603,YP_240250.1,baseplate
604,YP_240325.1,baseplate
605,YP_240399.1,baseplate
606,YP_240474.1,baseplate
607,YP_240551.1,baseplate
608,YP_240625.1,baseplate
609,YP_240690.1,baseplate
610,YP_240764.1,baseplate
611,YP_240838.1,baseplate
612,YP_717680.1,baseplate
613,YP_717685.1,baseplate
614,YP_717767.1,baseplate
615,YP_717771.1,baseplate
616,YP_004322992.1,baseplate
617,YP_004322994.1,baseplate
618,YP_004322996.1,baseplate
619,YP_004322252.1,baseplate
620,YP_004322287.1,baseplate
621,YP_004324464.1,baseplate
622,YP_004323147.1,baseplate
623,YP_004323160.1,baseplate
624,YP_004323234.1,baseplate
625,YP_004323236.1,baseplate
626,YP_004323238.1,baseplate
627,YP_004323618.1,baseplate
628,YP_004323698.1,baseplate
629,YP_004323700.1,baseplate
630,YP_004323702.1,baseplate
631,YP_004322685.1,baseplate
632,YP_004322760.1,baseplate
633,YP_004322764.1,baseplate
634,YP_004323847.1,baseplate
635,YP_004323860.1,baseplate
636,YP_004323920.1,baseplate
637,YP_004323922.1,baseplate
638,YP_004323924.1,baseplate
639,YP_004324615.1,baseplate
640,YP_004324628.1,baseplate
641,YP_004324696.1,baseplate
642,YP_004324698.1,baseplate
643,YP_004324700.1,baseplate
644,YP_004324157.1,baseplate
645,YP_004324920.1,baseplate
646,YP_004324922.1,baseplate
647,YP_004324924.1,baseplate
648,YP_004323389.1,baseplate
649,YP_004323394.1,baseplate
650,YP_004323395.1,baseplate
651,YP_004323455.1,baseplate
652,YP_004322442.1,baseplate
653,YP_004322447.1,baseplate
654,YP_004322449.1,baseplate
655,YP_004322512.1,baseplate
656,YP_007002953.1,baseplate
657,YP_007677252.1,baseplate
658,YP_003097386.1,baseplate
659,YP_003097387.1,baseplate
660,YP_003097468.1,baseplate
661,YP_003097469.1,baseplate
662,YP_002221461.1,baseplate
663,YP_002922209.1,baseplate
664,YP_002922213.1,baseplate
665,YP_002922215.1,baseplate
666,YP_002922254.1,baseplate
667,YP_002922259.1,baseplate
668,YP_002922260.1,baseplate
669,YP_002922499.1,baseplate
670,YP_002922500.1,baseplate
671,YP_002922501.1,baseplate
672,YP_002922539.1,baseplate
673,YP_009167721.1,baseplate
674,YP_003934790.1,baseplate
675,YP_003934791.1,baseplate
676,YP_003934792.1,baseplate
677,YP_003934829.1,baseplate
678,YP_003934831.1,baseplate
679,YP_003127304.1,baseplate
680,YP_003127150.1,baseplate
681,YP_003127202.1,baseplate
682,YP_003127253.1,baseplate
683,YP_009302095.1,baseplate
684,YP_009302173.1,baseplate
685,YP_009302174.1,baseplate
686,YP_009302175.1,baseplate
687,YP_009302176.1,baseplate
688,YP_009302177.1,baseplate
689,YP_009302178.1,baseplate
690,YP_009302179.1,baseplate
691,YP_003734296.1,baseplate
692,YP_004010017.1,baseplate
693,YP_007010937.1,baseplate
694,YP_007672926.1,baseplate
695,YP_007672928.1,baseplate
696,YP_008126528.1,baseplate
697,YP_008126533.1,baseplate
698,YP_007674524.1,baseplate
699,YP_009782993.1,baseplate
700,YP_009782995.1,baseplate
701,YP_009782997.1,baseplate
702,YP_007675549.1,baseplate
703,YP_007675553.1,baseplate
704,YP_007675472.1,baseplate
705,YP_007675477.1,baseplate
706,YP_007518106.1,baseplate
707,YP_004327325.1,baseplate
708,YP_007003521.1,baseplate
709,YP_007003523.1,baseplate
710,YP_007675161.1,baseplate
711,YP_007675166.1,baseplate
712,YP_008129861.1,baseplate
713,YP_007003413.1,baseplate
714,YP_007003414.1,baseplate
715,YP_010079799.1,baseplate
716,YP_007238014.1,baseplate
717,YP_007238016.1,baseplate
718,YP_004415048.1,baseplate
719,YP_004415049.1,baseplate
720,YP_004415086.1,baseplate
721,YP_004415087.1,baseplate
722,YP_009590709.1,baseplate
723,YP_004508437.1,baseplate
724,YP_004508441.1,baseplate
725,YP_004508496.1,baseplate
726,YP_009806271.1,baseplate
727,YP_009806284.1,baseplate
728,YP_009806357.1,baseplate
729,YP_009806359.1,baseplate
730,YP_009806361.1,baseplate
731,YP_009606704.1,baseplate
732,YP_007004251.1,baseplate
733,YP_007004253.1,baseplate
734,YP_007004291.1,baseplate
735,YP_007004292.1,baseplate
736,YP_007004293.1,baseplate
737,YP_007004896.1,baseplate
738,YP_007004897.1,baseplate
739,YP_007004928.1,baseplate
740,YP_007004931.1,baseplate
741,YP_007004933.1,baseplate
742,YP_007004934.1,baseplate
743,YP_007004532.1,baseplate
744,YP_007004533.1,baseplate
745,YP_007004564.1,baseplate
746,YP_007004567.1,baseplate
747,YP_007004569.1,baseplate
748,YP_007004570.1,baseplate
749,YP_007501184.1,baseplate
750,YP_007501185.1,baseplate
751,YP_007501223.1,baseplate
752,YP_007501226.1,baseplate
753,YP_007501227.1,baseplate
754,YP_007501228.1,baseplate
755,YP_007501229.1,baseplate
756,YP_006987055.1,baseplate
757,YP_006987336.1,baseplate
758,YP_006986707.1,baseplate
759,YP_006986708.1,baseplate
760,YP_006986743.1,baseplate
761,YP_006986746.1,baseplate
762,YP_006986748.1,baseplate
763,YP_006986749.1,baseplate
764,YP_009130746.1,baseplate
765,YP_007236614.1,baseplate
766,YP_007236617.1,baseplate
767,YP_007007242.1,baseplate
768,YP_006201549.1,baseplate
769,YP_006201949.1,baseplate
770,YP_006201719.1,baseplate
771,YP_006201607.1,baseplate
772,YP_009008378.1,baseplate
773,YP_006382272.1,baseplate
774,YP_008239573.1,baseplate
775,YP_008058988.1,baseplate
776,YP_008059875.1,baseplate
777,YP_008320253.1,baseplate
778,YP_007677857.1,baseplate
779,YP_007677859.1,baseplate
780,YP_007677860.1,baseplate
781,YP_007677861.1,baseplate
782,YP_007677891.1,baseplate
783,YP_007677893.1,baseplate
784,YP_009102625.1,baseplate
785,YP_009102626.1,baseplate
786,YP_009102661.1,baseplate
787,YP_009102664.1,baseplate
788,YP_009102666.1,baseplate
789,YP_009102667.1,baseplate
790,YP_009148136.1,baseplate
791,YP_009148137.1,baseplate
792,YP_009148174.1,baseplate
793,YP_009148175.1,baseplate
794,YP_009148176.1,baseplate
795,YP_006990501.1,baseplate
796,YP_006990574.1,baseplate
797,YP_007235987.1,baseplate
798,YP_007235988.1,baseplate
799,YP_007235990.1,baseplate
800,YP_009149398.1,baseplate
801,YP_009149399.1,baseplate
802,YP_009149436.1,baseplate
803,YP_009149437.1,baseplate
804,YP_010079763.1,baseplate
805,YP_009147465.1,baseplate
806,YP_007112487.1,baseplate
807,YP_007112490.1,baseplate
808,YP_008318109.1,baseplate
809,YP_008320099.1,baseplate
810,YP_008318166.1,baseplate
811,YP_008318059.1,baseplate
812,YP_008318219.1,baseplate
813,YP_009150839.1,baseplate
814,YP_009779065.1,baseplate
815,YP_009779067.1,baseplate
816,YP_009779069.1,baseplate
817,YP_009779281.1,baseplate
818,YP_009779283.1,baseplate
819,YP_009779285.1,baseplate
820,YP_009779496.1,baseplate
821,YP_009779498.1,baseplate
822,YP_009779500.1,baseplate
823,YP_009301601.1,baseplate
824,YP_009301602.1,baseplate
825,YP_009783225.1,baseplate
826,YP_008060505.1,baseplate
827,YP_008060507.1,baseplate
828,YP_009625847.1,baseplate
829,YP_009874398.1,baseplate
830,YP_009606456.1,baseplate
831,YP_009226339.1,baseplate
832,YP_009220084.1,baseplate
833,YP_008858662.1,baseplate
834,YP_009002874.1,baseplate
835,YP_009008135.1,baseplate
836,YP_009008136.1,baseplate
837,YP_009008145.1,baseplate
838,YP_009008210.1,baseplate
839,YP_009008212.1,baseplate
840,YP_009007863.1,baseplate
841,YP_009007938.1,baseplate
842,YP_009007942.1,baseplate
843,YP_008241903.1,baseplate
844,YP_009153752.1,baseplate
845,YP_009153753.1,baseplate
846,YP_009153793.1,baseplate
847,YP_009153794.1,baseplate
848,YP_009143024.1,baseplate
849,YP_009143031.1,baseplate
850,YP_008766934.1,baseplate
851,YP_008430889.1,baseplate
852,YP_009056742.1,baseplate
853,YP_009056743.1,baseplate
854,YP_009056774.1,baseplate
855,YP_009056777.1,baseplate
856,YP_009056779.1,baseplate
857,YP_009056780.1,baseplate
858,YP_008771126.1,baseplate
859,YP_008771458.1,baseplate
860,YP_008771459.1,baseplate
861,YP_008770323.1,baseplate
862,YP_008766880.1,baseplate
863,YP_009211598.1,baseplate
864,YP_009211599.1,baseplate
865,YP_009211631.1,baseplate
866,YP_009211634.1,baseplate
867,YP_009211635.1,baseplate
868,YP_009211636.1,baseplate
869,YP_009037339.1,baseplate
870,YP_009037340.1,baseplate
871,YP_009037573.1,baseplate
872,YP_009037574.1,baseplate
873,YP_009037576.1,baseplate
874,YP_009037579.1,baseplate
875,YP_009148595.1,baseplate
876,YP_009148596.1,baseplate
877,YP_009148628.1,baseplate
