,accession,label
64,YP_010093616.1,baseplate
65,YP_010093617.1,baseplate
66,YP_010093619.1,baseplate
67,YP_009836898.1,baseplate
68,YP_009836900.1,baseplate
69,YP_010065248.1,baseplate
70,YP_010069209.1,baseplate
71,YP_009798066.1,baseplate
72,YP_010090864.1,baseplate
73,YP_010090871.1,baseplate
74,YP_010090902.1,baseplate
75,YP_010090903.1,baseplate
76,YP_010094073.1,baseplate
77,YP_010094074.1,baseplate
78,YP_010095150.1,baseplate
79,YP_010094229.1,baseplate
80,YP_010094267.1,baseplate
81,YP_010094501.1,baseplate
82,YP_010066467.1,baseplate
83,YP_010094759.1,baseplate
84,YP_010094799.1,baseplate
85,YP_009889788.1,baseplate
86,YP_010072200.1,baseplate
87,YP_010071660.1,baseplate
88,YP_010096129.1,baseplate
89,YP_010096168.1,baseplate
90,YP_009880926.1,baseplate
91,YP_009880968.1,baseplate
92,YP_009881503.1,baseplate
93,YP_009881545.1,baseplate
94,YP_009814246.1,baseplate
95,YP_009814417.1,baseplate
96,YP_010098535.1,baseplate
97,YP_010077180.1,baseplate
98,YP_009879877.1,baseplate
99,YP_010067604.1,baseplate
100,YP_010100019.1,baseplate
101,YP_010100293.1,baseplate
102,YP_010100328.1,baseplate
103,YP_010100479.1,baseplate
104,YP_010100514.1,baseplate
105,YP_010100521.1,baseplate
106,YP_010080028.1,baseplate
107,YP_009883077.1,baseplate
108,YP_010068095.1,baseplate
109,YP_009850387.1,baseplate
110,YP_010075993.1,baseplate
111,YP_010076245.1,baseplate
112,YP_009883388.1,baseplate
113,YP_009850033.1,baseplate
114,YP_009883911.1,baseplate
115,YP_009885339.1,baseplate
116,NP_878213.1,baseplate
117,YP_009886927.1,baseplate
118,YP_009886184.1,baseplate
119,YP_009886680.1,baseplate
120,YP_009886429.1,baseplate
121,YP_009887153.1,baseplate
122,YP_009887194.1,baseplate
123,YP_010077424.1,baseplate
124,YP_009856169.1,baseplate
125,YP_010074107.1,baseplate
126,YP_010074390.1,baseplate
127,YP_010074580.1,baseplate
128,YP_009949324.1,baseplate
129,YP_009949226.1,baseplate
130,YP_009949274.1,baseplate
131,YP_009965308.1,baseplate
132,YP_010065830.1,baseplate
133,YP_010065557.1,baseplate
134,YP_010075727.1,baseplate
135,YP_010107748.1,baseplate
136,YP_010107785.1,baseplate
137,YP_010107828.1,baseplate
138,YP_010037912.1,baseplate
139,YP_010099729.1,baseplate
140,YP_007236476.1,baseplate
141,YP_008859233.1,baseplate
142,YP_009831404.1,baseplate
143,YP_009831124.1,baseplate
144,YP_009796269.1,baseplate
145,YP_009796484.1,baseplate
146,YP_009859399.1,baseplate
147,YP_008857061.1,baseplate
148,YP_009623478.1,baseplate
149,YP_009200008.1,baseplate
150,YP_009273826.1,baseplate
151,YP_009598049.1,baseplate
152,YP_009598120.1,baseplate
153,YP_010067337.1,baseplate
154,YP_006547.1,baseplate
155,YP_009914552.1,baseplate
156,YP_010067071.1,baseplate
157,YP_004415082.1,baseplate
158,YP_009778991.1,baseplate
159,YP_009779205.1,baseplate
160,YP_009779420.1,baseplate
161,YP_009153789.1,baseplate
162,YP_009148629.1,baseplate
163,YP_009030796.1,baseplate
164,YP_009111007.1,baseplate
165,YP_009287399.1,baseplate
166,YP_010066843.1,baseplate
167,YP_010066382.1,baseplate
168,YP_010065985.1,baseplate
169,YP_009284053.1,baseplate
170,YP_009210108.1,baseplate
171,YP_009625062.1,baseplate
172,YP_009625405.1,baseplate
173,YP_009197267.1,baseplate
174,YP_009180688.1,baseplate
175,YP_010073181.1,baseplate
176,YP_009786271.1,baseplate
177,YP_010076803.1,baseplate
178,YP_010089479.1,baseplate
179,YP_010074912.1,baseplate
180,YP_010092347.1,baseplate
181,YP_009618996.1,baseplate
182,YP_009619120.1,baseplate
183,YP_010076387.1,baseplate
184,YP_010092051.1,baseplate
185,YP_010067870.1,baseplate
186,YP_010068424.1,baseplate
187,YP_010075082.1,baseplate
188,YP_010077072.1,baseplate
189,YP_010091493.1,baseplate
190,YP_010091222.1,baseplate
191,YP_010073564.1,baseplate
192,YP_010073843.1,baseplate
193,YP_009836899.1,baseplate
194,YP_009836939.1,baseplate
195,YP_010065249.1,baseplate
196,YP_010069210.1,baseplate
197,YP_010069750.1,baseplate
198,YP_010094228.1,baseplate
199,YP_010094500.1,baseplate
200,YP_010066466.1,baseplate
201,YP_010094758.1,baseplate
202,YP_010072167.1,baseplate
203,YP_010072201.1,baseplate
204,YP_010071661.1,baseplate
205,YP_010072860.1,baseplate
206,YP_010077181.1,baseplate
207,YP_010067605.1,baseplate
208,YP_010100329.1,baseplate
209,YP_010100478.1,baseplate
210,YP_010100515.1,baseplate
211,YP_010070290.1,baseplate
212,YP_010070016.1,baseplate
213,YP_010070569.1,baseplate
214,YP_010072478.1,baseplate
215,YP_010069482.1,baseplate
216,YP_010071393.1,baseplate
217,YP_010070841.1,baseplate
218,YP_010068096.1,baseplate
219,YP_009850352.1,baseplate
220,YP_009850386.1,baseplate
221,YP_010075994.1,baseplate
222,YP_010075458.1,baseplate
223,YP_010077425.1,baseplate
224,YP_010074106.1,baseplate
225,YP_010074391.1,baseplate
226,YP_010074579.1,baseplate
227,YP_010065831.1,baseplate
228,YP_010065558.1,baseplate
229,YP_010075728.1,baseplate
230,YP_010070957.1,baseplate
231,YP_010068678.1,baseplate
232,YP_010071936.1,baseplate
233,YP_010072751.1,baseplate
234,YP_010278314.1,baseplate
235,YP_010099728.1,baseplate
236,NP_944082.1,baseplate
237,NP_944087.1,baseplate
238,YP_656365.1,baseplate
239,YP_656369.1,baseplate
240,YP_656370.1,baseplate
241,YP_656404.1,baseplate
242,YP_656407.1,baseplate
243,YP_238866.1,baseplate
244,YP_238870.1,baseplate
245,YP_238871.1,baseplate
246,YP_238905.1,baseplate
247,YP_238907.1,baseplate
248,YP_238909.1,baseplate
249,YP_238910.1,baseplate
250,YP_009140267.1,baseplate
251,YP_009140306.1,baseplate
252,YP_003579963.1,baseplate
253,YP_003579966.1,baseplate
254,YP_003579970.1,baseplate
255,YP_003580036.1,baseplate
256,YP_003580037.1,baseplate
257,YP_009168368.1,baseplate
258,YP_009168374.1,baseplate
259,YP_003969103.1,baseplate
260,YP_003969105.1,baseplate
261,YP_003969106.1,baseplate
262,YP_003969143.1,baseplate
263,YP_003969146.1,baseplate
264,YP_003969154.1,baseplate
265,YP_003969616.1,baseplate
266,YP_003969625.1,baseplate
267,YP_003969628.1,baseplate
268,YP_007002716.1,baseplate
269,YP_008061162.1,baseplate
270,YP_008061166.1,baseplate
271,YP_006489167.1,baseplate
272,YP_006489100.1,baseplate
273,YP_006489099.1,baseplate
274,YP_007004730.1,baseplate
275,YP_007008042.1,baseplate
276,YP_007348738.1,baseplate
277,YP_007348741.1,baseplate
278,YP_007348744.1,baseplate
279,YP_007348833.1,baseplate
280,YP_007348834.1,baseplate
281,YP_007348838.1,baseplate
282,YP_006986371.1,baseplate
283,YP_006986374.1,baseplate
284,YP_006986375.1,baseplate
285,YP_006986376.1,baseplate
286,YP_006986377.1,baseplate
287,YP_006986469.1,baseplate
288,YP_007010356.1,baseplate
289,YP_007010357.1,baseplate
290,YP_007010358.1,baseplate
291,YP_007010359.1,baseplate
292,YP_007010366.1,baseplate
293,YP_007010367.1,baseplate
294,YP_007010370.1,baseplate
295,YP_009101449.1,baseplate
296,YP_009217547.1,baseplate
297,YP_009217551.1,baseplate
298,YP_009217552.1,baseplate
299,YP_009217585.1,baseplate
300,YP_009217588.1,baseplate
301,YP_007349007.1,baseplate
302,YP_007349114.1,baseplate
303,YP_007349149.1,baseplate
304,YP_007517894.1,baseplate
305,YP_007517922.1,baseplate
306,YP_008060622.1,baseplate
307,YP_008060625.1,baseplate
308,YP_008060626.1,baseplate
309,YP_008060627.1,baseplate
310,YP_008060628.1,baseplate
311,YP_008060717.1,baseplate
312,YP_008060722.1,baseplate
313,YP_008061627.1,baseplate
314,YP_009221264.1,baseplate
315,YP_009098967.1,baseplate
316,YP_009098986.1,baseplate
317,YP_008771748.1,baseplate
318,YP_008771790.1,baseplate
319,YP_008770956.1,baseplate
320,YP_009097707.1,baseplate
321,YP_009097802.1,baseplate
322,YP_009149999.1,baseplate
323,YP_009151114.1,baseplate
324,YP_009151646.1,baseplate
325,YP_009147536.1,baseplate
326,YP_009147559.1,baseplate
327,YP_009147566.1,baseplate
328,YP_009126066.1,baseplate
329,YP_009218543.1,baseplate
330,YP_009218545.1,baseplate
331,YP_009218548.1,baseplate
332,YP_009218630.1,baseplate
333,YP_009218631.1,baseplate
334,YP_009218632.1,baseplate
335,YP_009218633.1,baseplate
336,YP_009218636.1,baseplate
337,YP_009194346.1,baseplate
338,YP_009194349.1,baseplate
339,YP_009194352.1,baseplate
340,YP_009194445.1,baseplate
341,YP_009194446.1,baseplate
342,YP_009607298.1,baseplate
343,YP_009607301.1,baseplate
344,YP_009607394.1,baseplate
345,YP_009607395.1,baseplate
346,YP_009607399.1,baseplate
347,YP_009607019.1,baseplate
348,YP_009607022.1,baseplate
349,YP_009607025.1,baseplate
350,YP_009607116.1,baseplate
351,YP_009607117.1,baseplate
352,YP_009194919.1,baseplate
353,YP_009194922.1,baseplate
354,YP_009194923.1,baseplate
355,YP_009194925.1,baseplate
356,YP_009195015.1,baseplate
357,YP_009616612.1,baseplate
358,YP_009615911.1,baseplate
359,YP_009615949.1,baseplate
360,YP_009283849.1,baseplate
361,YP_009283886.1,baseplate
362,YP_009293437.1,baseplate
363,YP_009293266.1,baseplate
364,YP_009285641.1,baseplate
365,YP_009285645.1,baseplate
366,YP_009285646.1,baseplate
367,YP_009285647.1,baseplate
368,YP_009285734.1,baseplate
369,YP_009831403.1,baseplate
370,YP_009831497.1,baseplate
371,YP_009831498.1,baseplate
372,YP_009626341.1,baseplate
373,YP_009322938.1,baseplate
374,YP_009323060.1,baseplate
375,YP_009831123.1,baseplate
376,YP_009831215.1,baseplate
377,YP_009876392.1,baseplate
378,YP_009599744.1,baseplate
379,YP_009609678.1,baseplate
380,YP_009610052.1,baseplate
381,YP_009834663.1,baseplate
382,YP_009834654.1,baseplate
383,YP_009834651.1,baseplate
384,YP_009877638.1,baseplate
385,YP_009612989.1,baseplate
386,YP_009613020.1,baseplate
387,YP_009613021.1,baseplate
388,YP_009613023.1,baseplate
389,YP_009613219.1,baseplate
390,YP_009613223.1,baseplate
391,YP_009834885.1,baseplate
392,YP_009834888.1,baseplate
393,YP_009834897.1,baseplate
394,YP_009834898.1,baseplate
395,YP_009621068.1,baseplate
396,YP_009879446.1,baseplate
397,YP_009796308.1,baseplate
398,YP_009796522.1,baseplate
399,YP_009879808.1,baseplate
400,YP_009798798.1,baseplate
401,YP_009798833.1,baseplate
402,YP_009837623.1,baseplate
403,YP_009880601.1,baseplate
404,YP_009881342.1,baseplate
405,YP_009881143.1,baseplate
406,YP_009814690.1,baseplate
407,YP_009881712.1,baseplate
408,YP_009883563.1,baseplate
409,YP_009883601.1,baseplate
410,YP_009889913.1,baseplate
411,YP_009883159.1,baseplate
412,YP_009884524.1,baseplate
413,YP_009885962.1,baseplate
414,YP_009889483.1,baseplate
415,YP_009889549.1,baseplate
416,YP_009888230.1,baseplate
417,YP_010059078.1,baseplate
418,YP_010059443.1,baseplate
419,YP_010089025.1,baseplate
420,YP_010089112.1,baseplate
421,YP_010089113.1,baseplate
422,YP_010095666.1,baseplate
423,YP_010095704.1,baseplate
424,YP_010095748.1,baseplate
425,YP_010095749.1,baseplate
426,YP_010095959.1,baseplate
427,YP_010107286.1,baseplate
428,NP_899588.1,baseplate
429,YP_008125528.1,baseplate
430,YP_008125529.1,baseplate
431,YP_008125532.1,baseplate
432,YP_008125164.1,baseplate
433,YP_004327042.1,baseplate
434,YP_009006270.1,baseplate
435,YP_009201405.1,baseplate
436,YP_009201418.1,baseplate
437,YP_009201419.1,baseplate
438,YP_009882218.1,baseplate
439,NP_049764.1,baseplate
440,NP_049765.1,baseplate
441,NP_049766.1,baseplate
442,NP_049802.1,baseplate
443,NP_049806.1,baseplate
444,NP_049807.1,baseplate
445,YP_010067297.1,baseplate
446,YP_010067298.1,baseplate
447,YP_010067299.1,baseplate
448,YP_010067341.1,baseplate
449,YP_010067342.1,baseplate
450,NP_046773.1,baseplate
451,YP_009591443.1,baseplate
452,YP_009591445.1,baseplate
453,YP_010067035.1,baseplate
454,YP_010067036.1,baseplate
455,YP_010067037.1,baseplate
456,YP_010067075.1,baseplate
457,YP_010067076.1,baseplate
458,YP_002854110.1,baseplate
459,YP_002854111.1,baseplate
460,YP_002854112.1,baseplate
461,YP_002854144.1,baseplate
462,YP_002854148.1,baseplate
463,YP_002854149.1,baseplate
464,NP_861857.1,baseplate
465,NP_861858.1,baseplate
466,NP_861859.1,baseplate
467,NP_861894.1,baseplate
468,NP_861897.1,baseplate
469,NP_861898.1,baseplate
470,NP_996720.1,baseplate
471,NP_945300.1,baseplate
472,NP_958072.1,baseplate
473,YP_009098537.1,baseplate
474,YP_009098538.1,baseplate
475,YP_009098539.1,baseplate
476,YP_009098573.1,baseplate
477,YP_009098577.1,baseplate
478,YP_009098578.1,baseplate
479,NP_112714.1,baseplate
480,YP_009167524.1,baseplate
481,YP_009167525.1,baseplate
482,YP_009167526.1,baseplate
483,YP_009167557.1,baseplate
484,YP_009167558.1,baseplate
485,YP_009167562.1,baseplate
486,YP_009167563.1,baseplate
487,NP_891708.1,baseplate
488,NP_891709.1,baseplate
489,NP_891710.1,baseplate
490,NP_891715.1,baseplate
491,NP_891747.1,baseplate
492,NP_891748.1,baseplate
493,NP_891751.1,baseplate
494,NP_891752.1,baseplate
495,NP_599049.1,baseplate
496,YP_008318497.1,baseplate
497,YP_009167969.1,baseplate
498,YP_009167970.1,baseplate
499,YP_009167971.1,baseplate
500,YP_009168004.1,baseplate
501,YP_009168005.1,baseplate
502,YP_009168009.1,baseplate
503,YP_009168010.1,baseplate
504,YP_009102357.1,baseplate
505,YP_009102358.1,baseplate
506,YP_009102359.1,baseplate
507,YP_009102391.1,baseplate
508,YP_009102395.1,baseplate
509,YP_009102396.1,baseplate
510,NP_076693.1,baseplate
511,NP_758925.1,baseplate
512,YP_008318357.1,baseplate
513,YP_195114.1,baseplate
514,YP_195240.1,baseplate
515,YP_001039827.1,baseplate
516,YP_001039830.1,baseplate
517,YP_214246.1,baseplate
518,YP_214342.1,baseplate
519,YP_214344.1,baseplate
520,YP_214640.1,baseplate
521,YP_214642.1,baseplate
522,YP_001595277.1,baseplate
523,YP_001595282.1,baseplate
524,YP_001595283.1,baseplate
525,YP_001595284.1,baseplate
526,YP_001595315.1,baseplate
527,YP_001595316.1,baseplate
528,YP_293734.1,baseplate
529,YP_717767.1,baseplate
530,YP_002003538.1,baseplate
531,YP_001111066.1,baseplate
532,YP_004322917.1,baseplate
533,YP_004322992.1,baseplate
534,YP_004322252.1,baseplate
535,YP_004322253.1,baseplate
536,YP_004322287.1,baseplate
537,YP_004324464.1,baseplate
538,YP_004324467.1,baseplate
539,YP_004323147.1,baseplate
540,YP_004323160.1,baseplate
541,YP_004323234.1,baseplate
542,YP_004323618.1,baseplate
543,YP_004323622.1,baseplate
544,YP_004323631.1,baseplate
545,YP_004323698.1,baseplate
546,YP_004322673.1,baseplate
547,YP_004322685.1,baseplate
548,YP_004322760.1,baseplate
549,YP_004322762.1,baseplate
550,YP_004323847.1,baseplate
551,YP_004323850.1,baseplate
552,YP_004323860.1,baseplate
553,YP_004324628.1,baseplate
554,YP_004324696.1,baseplate
555,YP_004324059.1,baseplate
556,YP_004324069.1,baseplate
557,YP_004324283.1,baseplate
558,YP_004324840.1,baseplate
559,YP_004324848.1,baseplate
560,YP_004323385.1,baseplate
561,YP_004323389.1,baseplate
562,YP_004323454.1,baseplate
563,YP_004323456.1,baseplate
564,YP_004322438.1,baseplate
565,YP_004322442.1,baseplate
566,YP_004322447.1,baseplate
567,YP_004322511.1,baseplate
568,YP_004322513.1,baseplate
569,YP_007002953.1,baseplate
570,YP_007002955.1,baseplate
571,YP_003097384.1,baseplate
572,YP_003097386.1,baseplate
573,YP_003097387.1,baseplate
574,YP_003097468.1,baseplate
575,YP_003097469.1,baseplate
576,YP_002221459.1,baseplate
577,YP_002221461.1,baseplate
578,YP_007877504.1,baseplate
579,YP_002922213.1,baseplate
580,YP_002922214.1,baseplate
581,YP_002922215.1,baseplate
582,YP_002922219.1,baseplate
583,YP_002922254.1,baseplate
584,YP_002922259.1,baseplate
585,YP_002922260.1,baseplate
586,YP_002922493.1,baseplate
587,YP_002922499.1,baseplate
588,YP_002922500.1,baseplate
589,YP_002922501.1,baseplate
590,YP_002922535.1,baseplate
591,YP_002922536.1,baseplate
592,YP_009167721.1,baseplate
593,YP_003934786.1,baseplate
594,YP_003934790.1,baseplate
595,YP_003934791.1,baseplate
596,YP_003934792.1,baseplate
597,YP_003934826.1,baseplate
598,YP_003934828.1,baseplate
599,YP_003934829.1,baseplate
600,YP_003335793.1,baseplate
601,YP_003335796.1,baseplate
602,YP_009302090.1,baseplate
603,YP_009302091.1,baseplate
604,YP_009302095.1,baseplate
605,YP_009302102.1,baseplate
606,YP_009302176.1,baseplate
607,YP_009302177.1,baseplate
608,YP_003734296.1,baseplate
609,YP_004010017.1,baseplate
610,YP_009169175.1,baseplate
611,YP_009168977.1,baseplate
612,YP_007672926.1,baseplate
613,YP_007672928.1,baseplate
614,YP_008126528.1,baseplate
615,YP_008126533.1,baseplate
616,YP_009782931.1,baseplate
617,YP_009782995.1,baseplate
618,YP_004957053.1,baseplate
619,YP_007675549.1,baseplate
620,YP_007675477.1,baseplate
621,YP_007518106.1,baseplate
622,YP_007003521.1,baseplate
623,YP_007675161.1,baseplate
624,YP_007675166.1,baseplate
625,YP_007675244.1,baseplate
626,YP_007003414.1,baseplate
627,YP_007238014.1,baseplate
628,YP_007238016.1,baseplate
629,YP_004415047.1,baseplate
630,YP_004415048.1,baseplate
631,YP_004415049.1,baseplate
632,YP_004415086.1,baseplate
633,YP_004415087.1,baseplate
634,YP_004508437.1,baseplate
635,YP_004508438.1,baseplate
636,YP_004508441.1,baseplate
637,YP_009806271.1,baseplate
638,YP_009806284.1,baseplate
639,YP_009806357.1,baseplate
640,YP_009606702.1,baseplate
641,YP_009606704.1,baseplate
642,YP_007004254.1,baseplate
643,YP_007004255.1,baseplate
644,YP_007004256.1,baseplate
645,YP_007004291.1,baseplate
646,YP_007004292.1,baseplate
647,YP_007004293.1,baseplate
648,YP_007004297.1,baseplate
649,YP_007004895.1,baseplate
650,YP_007004896.1,baseplate
651,YP_007004897.1,baseplate
652,YP_007004928.1,baseplate
653,YP_007004929.1,baseplate
654,YP_007004933.1,baseplate
655,YP_007004934.1,baseplate
656,YP_007004531.1,baseplate
657,YP_007004532.1,baseplate
658,YP_007004533.1,baseplate
659,YP_007004564.1,baseplate
660,YP_007004565.1,baseplate
661,YP_007004569.1,baseplate
662,YP_007004570.1,baseplate
663,YP_007501179.1,baseplate
664,YP_007501185.1,baseplate
665,YP_007501186.1,baseplate
666,YP_007501226.1,baseplate
667,YP_007501227.1,baseplate
668,YP_007501229.1,baseplate
669,YP_007006207.1,baseplate
670,YP_006907797.1,baseplate
671,YP_006986706.1,baseplate
672,YP_006986707.1,baseplate
673,YP_006986708.1,baseplate
674,YP_006986743.1,baseplate
675,YP_006986744.1,baseplate
676,YP_006986748.1,baseplate
677,YP_006986749.1,baseplate
678,YP_007007242.1,baseplate
679,YP_009008374.1,baseplate
680,YP_009008375.1,baseplate
681,YP_008239573.1,baseplate
682,YP_009780828.1,baseplate
683,YP_009781042.1,baseplate
684,YP_007677855.1,baseplate
685,YP_007677859.1,baseplate
686,YP_007677860.1,baseplate
687,YP_007677891.1,baseplate
688,YP_007677892.1,baseplate
689,YP_007677894.1,baseplate
690,YP_009275805.1,baseplate
691,YP_009102624.1,baseplate
692,YP_009102625.1,baseplate
693,YP_009102626.1,baseplate
694,YP_009102661.1,baseplate
695,YP_009102662.1,baseplate
696,YP_009102666.1,baseplate
697,YP_009102667.1,baseplate
698,YP_009148131.1,baseplate
699,YP_009148132.1,baseplate
700,YP_009148137.1,baseplate
701,YP_009148138.1,baseplate
702,YP_009148174.1,baseplate
703,YP_009148175.1,baseplate
704,YP_006990501.1,baseplate
705,YP_007235986.1,baseplate
706,YP_007235987.1,baseplate
707,YP_007235990.1,baseplate
708,YP_007236028.1,baseplate
709,YP_009149397.1,baseplate
710,YP_009149398.1,baseplate
711,YP_009149399.1,baseplate
712,YP_009149436.1,baseplate
713,YP_009149437.1,baseplate
714,YP_009147465.1,baseplate
715,YP_007112487.1,baseplate
716,YP_007112490.1,baseplate
717,YP_008431168.1,baseplate
718,YP_007677538.1,baseplate
719,YP_009003125.1,baseplate
720,YP_009779065.1,baseplate
721,YP_009779281.1,baseplate
722,YP_009779496.1,baseplate
723,YP_009301512.1,baseplate
724,YP_009301602.1,baseplate
725,YP_009301605.1,baseplate
726,YP_009783225.1,baseplate
727,YP_009783228.1,baseplate
728,YP_008060505.1,baseplate
729,YP_009625847.1,baseplate
730,YP_009606456.1,baseplate
731,YP_009226339.1,baseplate
732,YP_009220084.1,baseplate
733,YP_008858662.1,baseplate
734,YP_008530280.1,baseplate
735,YP_009008135.1,baseplate
736,YP_009008136.1,baseplate
737,YP_009008140.1,baseplate
738,YP_009008212.1,baseplate
739,YP_009007862.1,baseplate
740,YP_009007863.1,baseplate
741,YP_009007866.1,baseplate
742,YP_009007878.1,baseplate
743,YP_009153751.1,baseplate
744,YP_009153752.1,baseplate
745,YP_009153753.1,baseplate
746,YP_009153793.1,baseplate
747,YP_009153794.1,baseplate
748,YP_009143024.1,baseplate
749,YP_009143025.1,baseplate
750,YP_009143031.1,baseplate
751,YP_009143034.1,baseplate
752,YP_008766932.1,baseplate
753,YP_008766934.1,baseplate
754,YP_008430889.1,baseplate
755,YP_009056741.1,baseplate
756,YP_009056742.1,baseplate
757,YP_009056743.1,baseplate
758,YP_009056777.1,baseplate
759,YP_009056779.1,baseplate
760,YP_009056780.1,baseplate
761,YP_008771126.1,baseplate
762,YP_008771459.1,baseplate
763,YP_008770323.1,baseplate
764,YP_008766880.1,baseplate
765,YP_009211592.1,baseplate
766,YP_009211630.1,baseplate
767,YP_009211632.1,baseplate
768,YP_009211633.1,baseplate
769,YP_009211634.1,baseplate
770,YP_009211635.1,baseplate
771,YP_009211636.1,baseplate
772,YP_009211637.1,baseplate
773,YP_009037339.1,baseplate
774,YP_009037340.1,baseplate
775,YP_009037341.1,baseplate
776,YP_009037573.1,baseplate
777,YP_009037574.1,baseplate
778,YP_009037576.1,baseplate
779,YP_009037577.1,baseplate
780,YP_009148594.1,baseplate
781,YP_009148595.1,baseplate
782,YP_009148596.1,baseplate
783,YP_009148628.1,baseplate
784,YP_009148633.1,baseplate
785,YP_009148634.1,baseplate
786,YP_009126135.1,baseplate
787,YP_009126136.1,baseplate
788,YP_009126138.1,baseplate
789,YP_009126344.1,baseplate
790,YP_009126350.1,baseplate
791,YP_009126351.1,baseplate
792,YP_009030944.1,baseplate
793,YP_009006748.1,baseplate
794,YP_009005431.1,baseplate
795,YP_009005437.1,baseplate
796,YP_009005471.1,baseplate
797,YP_009005472.1,baseplate
798,YP_009005475.1,baseplate
799,YP_009005476.1,baseplate
800,YP_009030211.1,baseplate
801,YP_009030212.1,baseplate
802,YP_009030249.1,baseplate
803,YP_009030250.1,baseplate
804,YP_009030254.1,baseplate
805,YP_009030255.1,baseplate
806,YP_009037003.1,baseplate
807,YP_009035625.1,baseplate
808,YP_009036557.1,baseplate
809,YP_009035298.1,baseplate
810,YP_009036180.1,baseplate
811,YP_009055863.1,baseplate
812,YP_009140572.1,baseplate
813,YP_009140575.1,baseplate
814,YP_009140582.1,baseplate
815,YP_009140654.1,baseplate
816,YP_009140656.1,baseplate
817,YP_009779633.1,baseplate
818,YP_009779642.1,baseplate
819,YP_009779714.1,baseplate
820,YP_009779847.1,baseplate
821,YP_009779856.1,baseplate
822,YP_009779928.1,baseplate
823,YP_009779930.1,baseplate
824,YP_009133357.1,baseplate
825,YP_009133413.1,baseplate
826,YP_009133416.1,baseplate
827,YP_009134505.1,baseplate
828,YP_009134584.1,baseplate
829,YP_009134217.1,baseplate
830,YP_009134219.1,baseplate
831,YP_009134329.1,baseplate
832,YP_009134480.1,baseplate
833,YP_009778160.1,baseplate
834,YP_009778266.1,baseplate
835,YP_009778418.1,baseplate
836,YP_009778447.1,baseplate
837,YP_009778556.1,baseplate
838,YP_009778733.1,baseplate
839,YP_009778835.1,baseplate
840,YP_009133564.1,baseplate
841,YP_009133574.1,baseplate
842,YP_009133645.1,baseplate
843,YP_009140792.1,baseplate
844,YP_009140868.1,baseplate
845,YP_009133985.1,baseplate
846,YP_009133989.1,baseplate
847,YP_009134063.1,baseplate
848,YP_009030761.1,baseplate
849,YP_009030762.1,baseplate
850,YP_009030763.1,baseplate
851,YP_009030795.1,baseplate
852,YP_009030800.1,baseplate
853,YP_009030801.1,baseplate
854,YP_009146948.1,baseplate
855,YP_009146951.1,baseplate
856,YP_009146952.1,baseplate
857,YP_009592763.1,baseplate
858,YP_009592798.1,baseplate
859,YP_009592801.1,baseplate
860,YP_009592802.1,baseplate
861,YP_009592803.1,baseplate
862,YP_009593153.1,baseplate
863,YP_009593154.1,baseplate
864,YP_009593155.1,baseplate
865,YP_009593158.1,baseplate
866,YP_009593193.1,baseplate
867,YP_009056438.1,baseplate
868,YP_009146600.1,baseplate
869,YP_009146607.1,baseplate
870,YP_009146639.1,baseplate
871,YP_009146640.1,baseplate
872,YP_009146644.1,baseplate
873,YP_009146646.1,baseplate
874,YP_009100700.1,baseplate
875,YP_009100701.1,baseplate
876,YP_009100702.1,baseplate
