,accession,label
115,YP_010107785.1,baseplate
116,YP_010107828.1,baseplate
117,YP_010114056.1,baseplate
118,YP_009966156.1,baseplate
119,YP_010355177.1,baseplate
120,YP_010355392.1,baseplate
121,YP_010099729.1,baseplate
122,YP_001642390.1,baseplate
123,YP_529888.1,baseplate
124,YP_009831404.1,baseplate
125,YP_009831124.1,baseplate
126,YP_009876573.1,baseplate
127,YP_009834650.1,baseplate
128,YP_009877678.1,baseplate
129,YP_009834884.1,baseplate
130,YP_009796269.1,baseplate
131,YP_009796484.1,baseplate
132,YP_009881376.1,baseplate
133,YP_009890075.1,baseplate
134,YP_009883197.1,baseplate
135,YP_009850969.1,baseplate
136,YP_009888221.1,baseplate
137,YP_009887816.1,baseplate
138,YP_009888629.1,baseplate
139,YP_009888424.1,baseplate
140,YP_009889239.1,baseplate
141,YP_009889039.1,baseplate
142,YP_009859399.1,baseplate
143,YP_010089026.1,baseplate
144,YP_010067337.1,baseplate
145,YP_010067071.1,baseplate
146,YP_004415082.1,baseplate
147,YP_009778991.1,baseplate
148,YP_009779205.1,baseplate
149,YP_009779420.1,baseplate
150,YP_009153789.1,baseplate
151,YP_009035513.1,baseplate
152,YP_009148629.1,baseplate
153,YP_009030796.1,baseplate
154,YP_009111007.1,baseplate
155,YP_009782139.1,baseplate
156,YP_010088324.1,baseplate
157,YP_010066843.1,baseplate
158,YP_010066382.1,baseplate
159,YP_010065985.1,baseplate
160,YP_009284053.1,baseplate
161,YP_009190763.1,baseplate
162,YP_009210108.1,baseplate
163,YP_009625062.1,baseplate
164,YP_009625405.1,baseplate
165,YP_009197267.1,baseplate
166,YP_009180688.1,baseplate
167,YP_010073181.1,baseplate
168,YP_009288877.1,baseplate
169,YP_010076803.1,baseplate
170,YP_010074912.1,baseplate
171,YP_010090028.1,baseplate
172,YP_010090587.1,baseplate
173,YP_009618996.1,baseplate
174,YP_009619120.1,baseplate
175,YP_010076387.1,baseplate
176,YP_010067870.1,baseplate
177,YP_010068424.1,baseplate
178,YP_010075082.1,baseplate
179,YP_010077072.1,baseplate
180,YP_010091493.1,baseplate
181,YP_010091222.1,baseplate
182,YP_010073564.1,baseplate
183,YP_010073843.1,baseplate
184,YP_010093656.1,baseplate
185,YP_009836899.1,baseplate
186,YP_009836939.1,baseplate
187,YP_010065249.1,baseplate
188,YP_010069210.1,baseplate
189,YP_010069750.1,baseplate
190,YP_010094228.1,baseplate
191,YP_010094500.1,baseplate
192,YP_010066466.1,baseplate
193,YP_010094758.1,baseplate
194,YP_010072167.1,baseplate
195,YP_010072201.1,baseplate
196,YP_010071661.1,baseplate
197,YP_010096169.1,baseplate
198,YP_010096254.1,baseplate
199,YP_009880969.1,baseplate
200,YP_009881502.1,baseplate
201,YP_010072860.1,baseplate
202,YP_010098496.1,baseplate
203,YP_010077181.1,baseplate
204,YP_010067605.1,baseplate
205,YP_010100329.1,baseplate
206,YP_010100478.1,baseplate
207,YP_010100515.1,baseplate
208,YP_010070290.1,baseplate
209,YP_010070016.1,baseplate
210,YP_010070569.1,baseplate
211,YP_010072478.1,baseplate
212,YP_010069482.1,baseplate
213,YP_010071393.1,baseplate
214,YP_010070841.1,baseplate
215,YP_010068096.1,baseplate
216,YP_009850352.1,baseplate
217,YP_009850386.1,baseplate
218,YP_010075994.1,baseplate
219,YP_010076276.1,baseplate
220,YP_010075458.1,baseplate
221,YP_010077425.1,baseplate
222,YP_010068952.1,baseplate
223,YP_010074106.1,baseplate
224,YP_010074391.1,baseplate
225,YP_010074579.1,baseplate
226,YP_010065831.1,baseplate
227,YP_010065558.1,baseplate
228,YP_010075728.1,baseplate
229,YP_010070957.1,baseplate
230,YP_010068678.1,baseplate
231,YP_010071936.1,baseplate
232,YP_010072751.1,baseplate
233,YP_010278314.1,baseplate
234,YP_009881870.1,baseplate
235,YP_010099728.1,baseplate
236,NP_944088.1,baseplate
237,NP_944090.1,baseplate
238,NP_944091.1,baseplate
239,YP_656367.1,baseplate
240,YP_656369.1,baseplate
241,YP_656407.1,baseplate
242,YP_656410.1,baseplate
243,YP_656411.1,baseplate
244,YP_238868.1,baseplate
245,YP_238870.1,baseplate
246,YP_238906.1,baseplate
247,YP_238908.1,baseplate
248,YP_238910.1,baseplate
249,YP_238911.1,baseplate
250,YP_238912.1,baseplate
251,YP_009140267.1,baseplate
252,YP_009140268.1,baseplate
253,YP_009140270.1,baseplate
254,YP_009140279.1,baseplate
255,YP_009140306.1,baseplate
256,YP_001429638.1,baseplate
257,YP_003579962.1,baseplate
258,YP_003579967.1,baseplate
259,YP_003580036.1,baseplate
260,YP_003580038.1,baseplate
261,YP_003969098.1,baseplate
262,YP_003969100.1,baseplate
263,YP_003969101.1,baseplate
264,YP_003969103.1,baseplate
265,YP_003969105.1,baseplate
266,YP_003969144.1,baseplate
267,YP_003969146.1,baseplate
268,YP_003969147.1,baseplate
269,YP_003969149.1,baseplate
270,YP_003969150.1,baseplate
271,YP_003969615.1,baseplate
272,YP_003969626.1,baseplate
273,YP_003969628.1,baseplate
274,YP_003969629.1,baseplate
275,YP_007002713.1,baseplate
276,YP_007002716.1,baseplate
277,YP_008061166.1,baseplate
278,YP_006489160.1,baseplate
279,YP_006489153.1,baseplate
280,YP_006489099.1,baseplate
281,YP_006489094.1,baseplate
282,YP_009001470.1,baseplate
283,YP_006489089.1,baseplate
284,YP_007004730.1,baseplate
285,YP_009608820.1,baseplate
286,YP_009014727.1,baseplate
287,YP_009017912.1,baseplate
288,YP_004895232.1,baseplate
289,YP_009016600.1,baseplate
290,YP_007008033.1,baseplate
291,YP_007008040.1,baseplate
292,YP_007008042.1,baseplate
293,YP_007348737.1,baseplate
294,YP_007348742.1,baseplate
295,YP_007348833.1,baseplate
296,YP_007348835.1,baseplate
297,YP_007348838.1,baseplate
298,YP_006383630.1,baseplate
299,YP_006986370.1,baseplate
300,YP_006986375.1,baseplate
301,YP_006986469.1,baseplate
302,YP_006986471.1,baseplate
303,YP_007010857.1,baseplate
304,YP_007010858.1,baseplate
305,YP_007010354.1,baseplate
306,YP_007010355.1,baseplate
307,YP_007010358.1,baseplate
308,YP_007010364.1,baseplate
309,YP_007010367.1,baseplate
310,YP_007010370.1,baseplate
311,YP_007010371.1,baseplate
312,YP_009101449.1,baseplate
313,YP_009217549.1,baseplate
314,YP_009217551.1,baseplate
315,YP_009217588.1,baseplate
316,YP_009217590.1,baseplate
317,YP_009217591.1,baseplate
318,YP_007349112.1,baseplate
319,YP_007349114.1,baseplate
320,YP_007349122.1,baseplate
321,YP_007349149.1,baseplate
322,YP_007517922.1,baseplate
323,YP_008060621.1,baseplate
324,YP_008060626.1,baseplate
325,YP_008060717.1,baseplate
326,YP_008060719.1,baseplate
327,YP_008060721.1,baseplate
328,YP_008060722.1,baseplate
329,YP_008061627.1,baseplate
330,YP_008060939.1,baseplate
331,YP_008061395.1,baseplate
332,YP_009221264.1,baseplate
333,YP_009098969.1,baseplate
334,YP_009098986.1,baseplate
335,YP_008770028.1,baseplate
336,YP_008771748.1,baseplate
337,YP_008771750.1,baseplate
338,YP_008771790.1,baseplate
339,YP_008770956.1,baseplate
340,YP_008770958.1,baseplate
341,YP_009030343.1,baseplate
342,YP_009030352.1,baseplate
343,YP_009021309.1,baseplate
344,YP_009097706.1,baseplate
345,YP_009097802.1,baseplate
346,YP_009097804.1,baseplate
347,YP_009149999.1,baseplate
348,YP_009151644.1,baseplate
349,YP_009147536.1,baseplate
350,YP_009147559.1,baseplate
351,YP_009220930.1,baseplate
352,YP_009218542.1,baseplate
353,YP_009218544.1,baseplate
354,YP_009218545.1,baseplate
355,YP_009218547.1,baseplate
356,YP_009218632.1,baseplate
357,YP_009218637.1,baseplate
358,YP_009194345.1,baseplate
359,YP_009194350.1,baseplate
360,YP_009194445.1,baseplate
361,YP_009194447.1,baseplate
362,YP_009607297.1,baseplate
363,YP_009607302.1,baseplate
364,YP_009607394.1,baseplate
365,YP_009607396.1,baseplate
366,YP_009607399.1,baseplate
367,YP_009607018.1,baseplate
368,YP_009607023.1,baseplate
369,YP_009607116.1,baseplate
370,YP_009607118.1,baseplate
371,YP_009194918.1,baseplate
372,YP_009194923.1,baseplate
373,YP_009195015.1,baseplate
374,YP_009195017.1,baseplate
375,YP_009302438.1,baseplate
376,YP_009302439.1,baseplate
377,YP_009302442.1,baseplate
378,YP_009302444.1,baseplate
379,YP_009615911.1,baseplate
380,YP_009615921.1,baseplate
381,YP_009615949.1,baseplate
382,YP_009616103.1,baseplate
383,YP_009283849.1,baseplate
384,YP_009283884.1,baseplate
385,YP_009283886.1,baseplate
386,YP_009293437.1,baseplate
387,YP_009293266.1,baseplate
388,YP_009293264.1,baseplate
389,YP_009285640.1,baseplate
390,YP_009285645.1,baseplate
391,YP_009285734.1,baseplate
392,YP_009285736.1,baseplate
393,YP_009285738.1,baseplate
394,YP_009831399.1,baseplate
395,YP_009831497.1,baseplate
396,YP_009831499.1,baseplate
397,YP_009626337.1,baseplate
398,YP_009626342.1,baseplate
399,YP_009626431.1,baseplate
400,YP_009322938.1,baseplate
401,YP_009322940.1,baseplate
402,YP_009323062.1,baseplate
403,YP_009831119.1,baseplate
404,YP_009831215.1,baseplate
405,YP_009831217.1,baseplate
406,YP_009288013.1,baseplate
407,YP_009597729.1,baseplate
408,YP_009876392.1,baseplate
409,YP_009876582.1,baseplate
410,YP_009599732.1,baseplate
411,YP_009609678.1,baseplate
412,YP_009609969.1,baseplate
413,YP_009834664.1,baseplate
414,YP_009834663.1,baseplate
415,YP_009834657.1,baseplate
416,YP_009834654.1,baseplate
417,YP_009834651.1,baseplate
418,YP_009612407.1,baseplate
419,YP_009877638.1,baseplate
420,YP_009877669.1,baseplate
421,YP_009613021.1,baseplate
422,YP_009613023.1,baseplate
423,YP_009613025.1,baseplate
424,YP_009613026.1,baseplate
425,YP_009613027.1,baseplate
426,YP_009613221.1,baseplate
427,YP_009613223.1,baseplate
428,YP_009834885.1,baseplate
429,YP_009834888.1,baseplate
430,YP_009834891.1,baseplate
431,YP_009834897.1,baseplate
432,YP_009834899.1,baseplate
433,YP_009834900.1,baseplate
434,YP_009879446.1,baseplate
435,YP_009879487.1,baseplate
436,YP_009796278.1,baseplate
437,YP_009796308.1,baseplate
438,YP_009796494.1,baseplate
439,YP_009796522.1,baseplate
440,YP_009879770.1,baseplate
441,YP_009879779.1,baseplate
442,YP_009879808.1,baseplate
443,YP_009798797.1,baseplate
444,YP_009798798.1,baseplate
445,YP_009798807.1,baseplate
446,YP_009798833.1,baseplate
447,YP_009837623.1,baseplate
448,YP_009880601.1,baseplate
449,YP_009880636.1,baseplate
450,YP_009881342.1,baseplate
451,YP_009881367.1,baseplate
452,YP_009881143.1,baseplate
453,YP_009881168.1,baseplate
454,YP_009883562.1,baseplate
455,YP_009883563.1,baseplate
456,YP_009883574.1,baseplate
457,YP_009883601.1,baseplate
458,YP_009889913.1,baseplate
459,YP_009883159.1,baseplate
460,YP_009889440.1,baseplate
461,YP_009889451.1,baseplate
462,YP_009889483.1,baseplate
463,YP_009888230.1,baseplate
464,YP_009887825.1,baseplate
465,YP_009888638.1,baseplate
466,YP_009888019.1,baseplate
467,YP_009888028.1,baseplate
468,YP_009888433.1,baseplate
469,YP_009887632.1,baseplate
470,YP_009887641.1,baseplate
471,YP_009889248.1,baseplate
472,YP_009888831.1,baseplate
473,YP_009888840.1,baseplate
474,YP_009889048.1,baseplate
475,YP_009887439.1,baseplate
476,YP_009887448.1,baseplate
477,YP_010057087.1,baseplate
478,YP_010057313.1,baseplate
479,YP_010057542.1,baseplate
480,YP_010058694.1,baseplate
481,YP_010058229.1,baseplate
482,YP_010058012.1,baseplate
483,YP_010057776.1,baseplate
484,YP_010058462.1,baseplate
485,YP_010059078.1,baseplate
486,YP_010058918.1,baseplate
487,YP_010059442.1,baseplate
488,YP_010089021.1,baseplate
489,YP_010089110.1,baseplate
490,YP_010089112.1,baseplate
491,YP_010089114.1,baseplate
492,YP_010092945.1,baseplate
493,YP_010092949.1,baseplate
494,YP_010095663.1,baseplate
495,YP_010095664.1,baseplate
496,YP_010095666.1,baseplate
497,YP_010095702.1,baseplate
498,YP_010095704.1,baseplate
499,YP_010095706.1,baseplate
500,YP_010095747.1,baseplate
501,YP_010095749.1,baseplate
502,YP_010095751.1,baseplate
503,YP_010095956.1,baseplate
504,YP_010095957.1,baseplate
505,YP_010095959.1,baseplate
506,NP_899587.1,baseplate
507,NP_899590.1,baseplate
508,YP_008125528.1,baseplate
509,YP_008125529.1,baseplate
510,YP_008125163.1,baseplate
511,YP_008125166.1,baseplate
512,YP_009006269.1,baseplate
513,YP_009006272.1,baseplate
514,YP_009006273.1,baseplate
515,YP_009201402.1,baseplate
516,YP_009201403.1,baseplate
517,YP_009201406.1,baseplate
518,YP_009201418.1,baseplate
519,YP_009201419.1,baseplate
520,YP_010089758.1,baseplate
521,YP_009882252.1,baseplate
522,NP_049764.1,baseplate
523,NP_049766.1,baseplate
524,NP_049767.1,baseplate
525,NP_049802.1,baseplate
526,NP_049806.1,baseplate
527,NP_049807.1,baseplate
528,YP_010067297.1,baseplate
529,YP_010067299.1,baseplate
530,YP_010067300.1,baseplate
531,YP_010067341.1,baseplate
532,YP_010067342.1,baseplate
533,YP_009591443.1,baseplate
534,YP_010067035.1,baseplate
535,YP_010067037.1,baseplate
536,YP_010067038.1,baseplate
537,YP_010067075.1,baseplate
538,YP_010067076.1,baseplate
539,YP_002854110.1,baseplate
540,YP_002854112.1,baseplate
541,YP_002854113.1,baseplate
542,YP_002854144.1,baseplate
543,YP_002854148.1,baseplate
544,YP_002854149.1,baseplate
545,NP_861857.1,baseplate
546,NP_861859.1,baseplate
547,NP_861860.1,baseplate
548,NP_861893.1,baseplate
549,NP_861897.1,baseplate
550,NP_861898.1,baseplate
551,NP_996720.1,baseplate
552,NP_945300.1,baseplate
553,YP_009098537.1,baseplate
554,YP_009098539.1,baseplate
555,YP_009098540.1,baseplate
556,YP_009098573.1,baseplate
557,YP_009098577.1,baseplate
558,YP_009098578.1,baseplate
559,NP_542578.1,baseplate
560,NP_112714.1,baseplate
561,YP_009167524.1,baseplate
562,YP_009167526.1,baseplate
563,YP_009167527.1,baseplate
564,YP_009167557.1,baseplate
565,YP_009167558.1,baseplate
566,YP_009167562.1,baseplate
567,YP_009167563.1,baseplate
568,NP_891708.1,baseplate
569,NP_891710.1,baseplate
570,NP_891747.1,baseplate
571,NP_891748.1,baseplate
572,NP_891751.1,baseplate
573,NP_891752.1,baseplate
574,NP_599051.1,baseplate
575,YP_008318499.1,baseplate
576,YP_009167969.1,baseplate
577,YP_009167971.1,baseplate
578,YP_009167972.1,baseplate
579,YP_009168004.1,baseplate
580,YP_009168005.1,baseplate
581,YP_009168009.1,baseplate
582,YP_009168010.1,baseplate
583,YP_009102357.1,baseplate
584,YP_009102359.1,baseplate
585,YP_009102360.1,baseplate
586,YP_009102391.1,baseplate
587,YP_009102395.1,baseplate
588,YP_009102396.1,baseplate
589,NP_076693.1,baseplate
590,NP_758925.1,baseplate
591,YP_008318357.1,baseplate
592,YP_009041337.1,baseplate
593,YP_195114.1,baseplate
594,YP_001039830.1,baseplate
595,YP_214246.1,baseplate
596,YP_214343.1,baseplate
597,YP_214344.1,baseplate
598,YP_214575.1,baseplate
599,YP_214641.1,baseplate
600,YP_214642.1,baseplate
601,YP_214644.1,baseplate
602,YP_240927.1,baseplate
603,YP_001595281.1,baseplate
604,YP_001595283.1,baseplate
605,YP_001595284.1,baseplate
606,YP_001595315.1,baseplate
607,YP_001595319.1,baseplate
608,YP_001595320.1,baseplate
609,YP_009224529.1,baseplate
610,YP_240845.1,baseplate
611,YP_293735.1,baseplate
612,YP_717680.1,baseplate
613,YP_717684.1,baseplate
614,YP_717766.1,baseplate
615,YP_717771.1,baseplate
616,YP_004322909.1,baseplate
617,YP_004322994.1,baseplate
618,YP_004322996.1,baseplate
619,YP_004322252.1,baseplate
620,YP_004324464.1,baseplate
621,YP_004324467.1,baseplate
622,YP_004323150.1,baseplate
623,YP_004323236.1,baseplate
624,YP_004323238.1,baseplate
625,YP_004323618.1,baseplate
626,YP_004323622.1,baseplate
627,YP_004323700.1,baseplate
628,YP_004323702.1,baseplate
629,YP_004322677.1,baseplate
630,YP_004322762.1,baseplate
631,YP_004322764.1,baseplate
632,YP_004323850.1,baseplate
633,YP_004323922.1,baseplate
634,YP_004323924.1,baseplate
635,YP_004324618.1,baseplate
636,YP_004324698.1,baseplate
637,YP_004324700.1,baseplate
638,YP_004324059.1,baseplate
639,YP_004324063.1,baseplate
640,YP_004324156.1,baseplate
641,YP_004324157.1,baseplate
642,YP_004324283.1,baseplate
643,YP_004324837.1,baseplate
644,YP_004324840.1,baseplate
645,YP_004324922.1,baseplate
646,YP_004324924.1,baseplate
647,YP_004323385.1,baseplate
648,YP_004323394.1,baseplate
649,YP_004323454.1,baseplate
650,YP_004323455.1,baseplate
651,YP_004323456.1,baseplate
652,YP_004322438.1,baseplate
653,YP_004322511.1,baseplate
654,YP_004322512.1,baseplate
655,YP_004322513.1,baseplate
656,YP_007002955.1,baseplate
657,YP_001686747.1,baseplate
658,YP_009781964.1,baseplate
659,YP_007677193.1,baseplate
660,YP_007677247.1,baseplate
661,YP_007677252.1,baseplate
662,YP_003097384.1,baseplate
663,YP_003097386.1,baseplate
664,YP_003097468.1,baseplate
665,YP_002221459.1,baseplate
666,YP_007877504.1,baseplate
667,YP_002922213.1,baseplate
668,YP_002922215.1,baseplate
669,YP_002922254.1,baseplate
670,YP_002922259.1,baseplate
671,YP_002922260.1,baseplate
672,YP_002922498.1,baseplate
673,YP_002922500.1,baseplate
674,YP_002922501.1,baseplate
675,YP_002922535.1,baseplate
676,YP_002922539.1,baseplate
677,YP_002922540.1,baseplate
678,YP_009167721.1,baseplate
679,YP_003934789.1,baseplate
680,YP_003934791.1,baseplate
681,YP_003934792.1,baseplate
682,YP_003934827.1,baseplate
683,YP_003934831.1,baseplate
684,YP_003934832.1,baseplate
685,YP_003335794.1,baseplate
686,YP_009302094.1,baseplate
687,YP_009302173.1,baseplate
688,YP_009302175.1,baseplate
689,YP_009302176.1,baseplate
690,YP_009302177.1,baseplate
691,YP_009302178.1,baseplate
692,YP_003734296.1,baseplate
693,YP_004010017.1,baseplate
694,YP_009169175.1,baseplate
695,YP_009168977.1,baseplate
696,YP_007672926.1,baseplate
697,YP_007672928.1,baseplate
698,YP_007672929.1,baseplate
699,YP_009782995.1,baseplate
700,YP_009782997.1,baseplate
701,YP_007002237.1,baseplate
702,YP_004957053.1,baseplate
703,YP_007675553.1,baseplate
704,YP_007675472.1,baseplate
705,YP_004327325.1,baseplate
706,YP_007675161.1,baseplate
707,YP_007675244.1,baseplate
708,YP_008129861.1,baseplate
709,YP_007003413.1,baseplate
710,YP_007003414.1,baseplate
711,YP_007238016.1,baseplate
712,YP_004415047.1,baseplate
713,YP_004415049.1,baseplate
714,YP_004415050.1,baseplate
715,YP_004415086.1,baseplate
716,YP_004415087.1,baseplate
717,YP_009590709.1,baseplate
718,YP_008873617.1,baseplate
719,YP_004508437.1,baseplate
720,YP_004508500.1,baseplate
721,YP_004508501.1,baseplate
722,YP_009780095.1,baseplate
723,YP_008854244.1,baseplate
724,YP_008854068.1,baseplate
725,YP_009806359.1,baseplate
726,YP_009806361.1,baseplate
727,YP_009606702.1,baseplate
728,YP_007004250.1,baseplate
729,YP_007004251.1,baseplate
730,YP_007004255.1,baseplate
731,YP_007004291.1,baseplate
732,YP_007004292.1,baseplate
733,YP_007004294.1,baseplate
734,YP_007004895.1,baseplate
735,YP_007004897.1,baseplate
736,YP_007004898.1,baseplate
737,YP_007004928.1,baseplate
738,YP_007004929.1,baseplate
739,YP_007004933.1,baseplate
740,YP_007004934.1,baseplate
741,YP_007004531.1,baseplate
742,YP_007004533.1,baseplate
743,YP_007004534.1,baseplate
744,YP_007004564.1,baseplate
745,YP_007004565.1,baseplate
746,YP_007004569.1,baseplate
747,YP_007004570.1,baseplate
748,YP_007501183.1,baseplate
749,YP_007501185.1,baseplate
750,YP_007501223.1,baseplate
751,YP_007501224.1,baseplate
752,YP_007501228.1,baseplate
753,YP_007501229.1,baseplate
754,YP_006907797.1,baseplate
755,YP_006987055.1,baseplate
756,YP_006987336.1,baseplate
757,YP_006986706.1,baseplate
758,YP_006986708.1,baseplate
759,YP_006986709.1,baseplate
760,YP_006986743.1,baseplate
761,YP_006986744.1,baseplate
762,YP_006986748.1,baseplate
763,YP_006986749.1,baseplate
764,YP_009130746.1,baseplate
765,YP_007236676.1,baseplate
766,YP_007236617.1,baseplate
767,YP_009008378.1,baseplate
768,YP_008239571.1,baseplate
769,YP_009780590.1,baseplate
770,YP_009780821.1,baseplate
771,YP_009780828.1,baseplate
772,YP_009781268.1,baseplate
773,YP_009781501.1,baseplate
774,YP_009781732.1,baseplate
775,YP_009781035.1,baseplate
776,YP_009781042.1,baseplate
777,YP_007677857.1,baseplate
778,YP_007677859.1,baseplate
779,YP_007677861.1,baseplate
780,YP_007677892.1,baseplate
781,YP_007677896.1,baseplate
782,YP_007677897.1,baseplate
783,YP_007677898.1,baseplate
784,YP_009102624.1,baseplate
785,YP_009102626.1,baseplate
786,YP_009102627.1,baseplate
787,YP_009102661.1,baseplate
788,YP_009102662.1,baseplate
789,YP_009102666.1,baseplate
790,YP_009102667.1,baseplate
791,YP_009148132.1,baseplate
792,YP_009148135.1,baseplate
793,YP_009148137.1,baseplate
794,YP_009148139.1,baseplate
795,YP_009148172.1,baseplate
796,YP_009148176.1,baseplate
797,YP_006990501.1,baseplate
798,YP_007173621.1,baseplate
799,YP_007235986.1,baseplate
800,YP_007235988.1,baseplate
801,YP_007235990.1,baseplate
802,YP_007236029.1,baseplate
803,YP_009149397.1,baseplate
804,YP_009149399.1,baseplate
805,YP_009149400.1,baseplate
806,YP_009149436.1,baseplate
807,YP_009149437.1,baseplate
808,YP_009147467.1,baseplate
809,YP_007112487.1,baseplate
810,YP_007112490.1,baseplate
811,YP_007112754.1,baseplate
812,YP_009780473.1,baseplate
813,YP_009098254.1,baseplate
814,YP_009003125.1,baseplate
815,YP_009779067.1,baseplate
816,YP_009779069.1,baseplate
817,YP_009779283.1,baseplate
818,YP_009779285.1,baseplate
819,YP_009779498.1,baseplate
820,YP_009779500.1,baseplate
821,YP_009301602.1,baseplate
822,YP_009301605.1,baseplate
823,YP_009783225.1,baseplate
824,YP_009783228.1,baseplate
825,YP_008060505.1,baseplate
826,YP_009625847.1,baseplate
827,YP_009008136.1,baseplate
828,YP_009008145.1,baseplate
829,YP_009008210.1,baseplate
830,YP_009008212.1,baseplate
831,YP_009008213.1,baseplate
832,YP_009007862.1,baseplate
833,YP_009007863.1,baseplate
834,YP_009007866.1,baseplate
835,YP_009007942.1,baseplate
836,YP_009153751.1,baseplate
837,YP_009153753.1,baseplate
838,YP_009153754.1,baseplate
839,YP_009153793.1,baseplate
840,YP_009153794.1,baseplate
841,YP_009143024.1,baseplate
842,YP_009143025.1,baseplate
843,YP_009143035.1,baseplate
844,YP_009143039.1,baseplate
845,YP_008766932.1,baseplate
846,YP_008430889.1,baseplate
847,YP_009056741.1,baseplate
848,YP_009056743.1,baseplate
849,YP_009056744.1,baseplate
850,YP_009056774.1,baseplate
851,YP_009056775.1,baseplate
852,YP_009056779.1,baseplate
853,YP_009056780.1,baseplate
854,YP_008771126.1,baseplate
855,YP_008771458.1,baseplate
856,YP_008771459.1,baseplate
857,YP_008771460.1,baseplate
858,YP_008770323.1,baseplate
859,YP_008770324.1,baseplate
860,YP_008766882.1,baseplate
861,YP_009211596.1,baseplate
862,YP_009211598.1,baseplate
863,YP_009211599.1,baseplate
864,YP_009211632.1,baseplate
865,YP_009211636.1,baseplate
866,YP_009211637.1,baseplate
867,YP_009037338.1,baseplate
868,YP_009037339.1,baseplate
869,YP_009037341.1,baseplate
870,YP_009037573.1,baseplate
871,YP_009037574.1,baseplate
872,YP_009037578.1,baseplate
873,YP_009037579.1,baseplate
874,YP_009148594.1,baseplate
875,YP_009148596.1,baseplate
876,YP_009148597.1,baseplate
877,YP_009148628.1,baseplate
