,accession,label
178,YP_010077418.1,baseplate
179,YP_009879877.1,baseplate
180,YP_010093203.1,baseplate
181,YP_010067575.1,baseplate
182,YP_010067604.1,baseplate
183,YP_010067566.1,baseplate
184,YP_010067607.1,baseplate
185,YP_010100028.1,baseplate
186,YP_010100293.1,baseplate
187,YP_010100473.1,baseplate
188,YP_010100514.1,baseplate
189,YP_010100521.1,baseplate
190,YP_010070252.1,baseplate
191,YP_010069978.1,baseplate
192,YP_010070528.1,baseplate
193,YP_010072439.1,baseplate
194,YP_010072448.1,baseplate
195,YP_010069444.1,baseplate
196,YP_010071355.1,baseplate
197,YP_010070802.1,baseplate
198,YP_010070811.1,baseplate
199,YP_010068058.1,baseplate
200,YP_010068095.1,baseplate
201,YP_010068098.1,baseplate
202,YP_009845793.1,baseplate
203,YP_009850382.1,baseplate
204,YP_009850387.1,baseplate
205,YP_010075956.1,baseplate
206,YP_010075993.1,baseplate
207,YP_010075996.1,baseplate
208,YP_010076236.1,baseplate
209,YP_010076275.1,baseplate
210,YP_009883879.1,baseplate
211,YP_009883912.1,baseplate
212,YP_010075414.1,baseplate
213,YP_009884900.1,baseplate
214,YP_009885339.1,baseplate
215,YP_009886927.1,baseplate
216,YP_009886184.1,baseplate
217,YP_009886680.1,baseplate
218,YP_009886429.1,baseplate
219,YP_009887152.1,baseplate
220,YP_009887153.1,baseplate
221,YP_009887194.1,baseplate
222,YP_010077427.1,baseplate
223,YP_010077649.1,baseplate
224,YP_010077424.1,baseplate
225,YP_010068953.1,baseplate
226,YP_010068994.1,baseplate
227,YP_009856162.1,baseplate
228,YP_009856169.1,baseplate
229,YP_010074107.1,baseplate
230,YP_010074144.1,baseplate
231,YP_010074353.1,baseplate
232,YP_010074390.1,baseplate
233,YP_010074580.1,baseplate
234,YP_010074617.1,baseplate
235,YP_009949324.1,baseplate
236,YP_009949274.1,baseplate
237,YP_009965308.1,baseplate
238,YP_010065793.1,baseplate
239,YP_010065830.1,baseplate
240,YP_010065518.1,baseplate
241,YP_010065557.1,baseplate
242,YP_010075689.1,baseplate
243,YP_010075727.1,baseplate
244,YP_010106641.1,baseplate
245,YP_010106881.1,baseplate
246,YP_010071192.1,baseplate
247,YP_010068638.1,baseplate
248,YP_010068680.1,baseplate
249,YP_010071898.1,baseplate
250,YP_010071938.1,baseplate
251,YP_010072713.1,baseplate
252,YP_010072753.1,baseplate
253,YP_010037976.1,baseplate
254,YP_010114056.1,baseplate
255,YP_010278276.1,baseplate
256,YP_009881903.1,baseplate
257,YP_010099729.1,baseplate
258,YP_010099767.1,baseplate
259,YP_007236476.1,baseplate
260,YP_008859233.1,baseplate
261,YP_009834650.1,baseplate
262,YP_009834884.1,baseplate
263,YP_010095667.1,baseplate
264,YP_010095960.1,baseplate
265,YP_008857061.1,baseplate
266,YP_009623478.1,baseplate
267,YP_009200008.1,baseplate
268,YP_009273826.1,baseplate
269,YP_009598049.1,baseplate
270,YP_009598120.1,baseplate
271,YP_010067337.1,baseplate
272,YP_010067071.1,baseplate
273,YP_004415082.1,baseplate
274,YP_009778991.1,baseplate
275,YP_009779205.1,baseplate
276,YP_009779420.1,baseplate
277,YP_009153789.1,baseplate
278,YP_009148629.1,baseplate
279,YP_009030796.1,baseplate
280,YP_009111007.1,baseplate
281,YP_009287399.1,baseplate
282,YP_010088324.1,baseplate
283,YP_010066843.1,baseplate
284,YP_010066382.1,baseplate
285,YP_010065985.1,baseplate
286,YP_009284053.1,baseplate
287,YP_009190763.1,baseplate
288,YP_009210108.1,baseplate
289,YP_009625062.1,baseplate
290,YP_009625405.1,baseplate
291,YP_009197267.1,baseplate
292,YP_009180688.1,baseplate
293,YP_010073181.1,baseplate
294,YP_009288877.1,baseplate
295,YP_010076803.1,baseplate
296,YP_010089479.1,baseplate
297,YP_010074912.1,baseplate
298,YP_010090028.1,baseplate
299,YP_009618996.1,baseplate
300,YP_009619120.1,baseplate
301,YP_010076387.1,baseplate
302,YP_010067870.1,baseplate
303,YP_010068424.1,baseplate
304,YP_010075082.1,baseplate
305,YP_010077072.1,baseplate
306,YP_010091493.1,baseplate
307,YP_010091222.1,baseplate
308,YP_010073564.1,baseplate
309,YP_010073843.1,baseplate
310,YP_009836899.1,baseplate
311,YP_010065249.1,baseplate
312,YP_010069210.1,baseplate
313,YP_010069750.1,baseplate
314,YP_010095151.1,baseplate
315,YP_010094500.1,baseplate
316,YP_010066466.1,baseplate
317,YP_010072201.1,baseplate
318,YP_010071661.1,baseplate
319,YP_010096169.1,baseplate
320,YP_010096254.1,baseplate
321,YP_009880969.1,baseplate
322,YP_009881502.1,baseplate
323,YP_010072860.1,baseplate
324,YP_010098496.1,baseplate
325,YP_010077181.1,baseplate
326,YP_010067605.1,baseplate
327,YP_009816620.1,baseplate
328,YP_010070290.1,baseplate
329,YP_010070016.1,baseplate
330,YP_010070569.1,baseplate
331,YP_010072478.1,baseplate
332,YP_010069482.1,baseplate
333,YP_010071393.1,baseplate
334,YP_010070841.1,baseplate
335,YP_010068096.1,baseplate
336,YP_009850386.1,baseplate
337,YP_010075994.1,baseplate
338,YP_010076276.1,baseplate
339,YP_010075458.1,baseplate
340,YP_010077425.1,baseplate
341,YP_010068952.1,baseplate
342,YP_010074106.1,baseplate
343,YP_010074391.1,baseplate
344,YP_010074579.1,baseplate
345,YP_010065831.1,baseplate
346,YP_010065558.1,baseplate
347,YP_010075728.1,baseplate
348,YP_010070957.1,baseplate
349,YP_010068678.1,baseplate
350,YP_010071936.1,baseplate
351,YP_010072751.1,baseplate
352,YP_010278314.1,baseplate
353,YP_010099728.1,baseplate
354,YP_009966645.1,baseplate
355,NP_944087.1,baseplate
356,NP_944089.1,baseplate
357,NP_944091.1,baseplate
358,YP_656368.1,baseplate
359,YP_656369.1,baseplate
360,YP_656404.1,baseplate
361,YP_656406.1,baseplate
362,YP_238869.1,baseplate
363,YP_238870.1,baseplate
364,YP_238905.1,baseplate
365,YP_238907.1,baseplate
366,YP_238909.1,baseplate
367,YP_009140268.1,baseplate
368,YP_009140279.1,baseplate
369,YP_009140305.1,baseplate
370,YP_009140306.1,baseplate
371,YP_009140375.1,baseplate
372,YP_003579963.1,baseplate
373,YP_003579966.1,baseplate
374,YP_003579970.1,baseplate
375,YP_003580036.1,baseplate
376,YP_003580038.1,baseplate
377,YP_009168374.1,baseplate
378,YP_003969104.1,baseplate
379,YP_003969105.1,baseplate
380,YP_003969106.1,baseplate
381,YP_003969145.1,baseplate
382,YP_003969146.1,baseplate
383,YP_003969147.1,baseplate
384,YP_003969148.1,baseplate
385,YP_003969149.1,baseplate
386,YP_003969150.1,baseplate
387,YP_003969152.1,baseplate
388,YP_003969155.1,baseplate
389,YP_003969615.1,baseplate
390,YP_003969616.1,baseplate
391,YP_003969625.1,baseplate
392,YP_003969627.1,baseplate
393,YP_003969629.1,baseplate
394,YP_007002676.1,baseplate
395,YP_007002812.1,baseplate
396,YP_008061162.1,baseplate
397,YP_006489167.1,baseplate
398,YP_006489153.1,baseplate
399,YP_009001469.1,baseplate
400,YP_006489095.1,baseplate
401,YP_006489094.1,baseplate
402,YP_006489089.1,baseplate
403,YP_004895204.1,baseplate
404,YP_004895232.1,baseplate
405,YP_007008011.1,baseplate
406,YP_007008033.1,baseplate
407,YP_007008122.1,baseplate
408,YP_007348738.1,baseplate
409,YP_007348741.1,baseplate
410,YP_007348744.1,baseplate
411,YP_007348833.1,baseplate
412,YP_007348835.1,baseplate
413,YP_006986374.1,baseplate
414,YP_006986376.1,baseplate
415,YP_006986377.1,baseplate
416,YP_006986469.1,baseplate
417,YP_006986471.1,baseplate
418,YP_007006463.1,baseplate
419,YP_007010854.1,baseplate
420,YP_007010357.1,baseplate
421,YP_007010359.1,baseplate
422,YP_007010367.1,baseplate
423,YP_007010370.1,baseplate
424,YP_007010371.1,baseplate
425,YP_009101449.1,baseplate
426,YP_009217546.1,baseplate
427,YP_009217550.1,baseplate
428,YP_009217551.1,baseplate
429,YP_009217585.1,baseplate
430,YP_009217587.1,baseplate
431,YP_007349148.1,baseplate
432,YP_007349149.1,baseplate
433,YP_007517889.1,baseplate
434,YP_007517920.1,baseplate
435,YP_008060625.1,baseplate
436,YP_008060627.1,baseplate
437,YP_008060628.1,baseplate
438,YP_008060717.1,baseplate
439,YP_008060719.1,baseplate
440,YP_008061627.1,baseplate
441,YP_009221264.1,baseplate
442,YP_009098969.1,baseplate
443,YP_009098986.1,baseplate
444,YP_008770028.1,baseplate
445,YP_008771653.1,baseplate
446,YP_008771789.1,baseplate
447,YP_008771790.1,baseplate
448,YP_008770862.1,baseplate
449,YP_008770996.1,baseplate
450,YP_009030352.1,baseplate
451,YP_009030380.1,baseplate
452,YP_009030448.1,baseplate
453,YP_009021309.1,baseplate
454,YP_009021328.1,baseplate
455,YP_009097802.1,baseplate
456,YP_009097804.1,baseplate
457,YP_009149999.1,baseplate
458,YP_009151114.1,baseplate
459,YP_009151644.1,baseplate
460,YP_009147536.1,baseplate
461,YP_009147537.1,baseplate
462,YP_009147559.1,baseplate
463,YP_009147640.1,baseplate
464,YP_009784963.1,baseplate
465,YP_009220970.1,baseplate
466,YP_009218542.1,baseplate
467,YP_009218545.1,baseplate
468,YP_009218547.1,baseplate
469,YP_009218630.1,baseplate
470,YP_009218631.1,baseplate
471,YP_009218633.1,baseplate
472,YP_009194346.1,baseplate
473,YP_009194349.1,baseplate
474,YP_009194352.1,baseplate
475,YP_009194445.1,baseplate
476,YP_009194447.1,baseplate
477,YP_009607298.1,baseplate
478,YP_009607301.1,baseplate
479,YP_009607394.1,baseplate
480,YP_009607396.1,baseplate
481,YP_009607019.1,baseplate
482,YP_009607022.1,baseplate
483,YP_009607025.1,baseplate
484,YP_009607116.1,baseplate
485,YP_009607118.1,baseplate
486,YP_009194922.1,baseplate
487,YP_009194925.1,baseplate
488,YP_009195015.1,baseplate
489,YP_009195017.1,baseplate
490,YP_009616612.1,baseplate
491,YP_009302438.1,baseplate
492,YP_009302439.1,baseplate
493,YP_009302444.1,baseplate
494,YP_009595869.1,baseplate
495,YP_009615921.1,baseplate
496,YP_009615948.1,baseplate
497,YP_009615949.1,baseplate
498,YP_009616006.1,baseplate
499,YP_009616103.1,baseplate
500,YP_009283780.1,baseplate
501,YP_009283849.1,baseplate
502,YP_009283850.1,baseplate
503,YP_009293438.1,baseplate
504,YP_009293437.1,baseplate
505,YP_009293367.1,baseplate
506,YP_009285646.1,baseplate
507,YP_009285647.1,baseplate
508,YP_009285734.1,baseplate
509,YP_009285736.1,baseplate
510,YP_009831403.1,baseplate
511,YP_009831497.1,baseplate
512,YP_009831499.1,baseplate
513,YP_009626341.1,baseplate
514,YP_009626431.1,baseplate
515,YP_009322941.1,baseplate
516,YP_009323060.1,baseplate
517,YP_009323062.1,baseplate
518,YP_009831123.1,baseplate
519,YP_009831215.1,baseplate
520,YP_009831217.1,baseplate
521,YP_009876392.1,baseplate
522,YP_009876464.1,baseplate
523,YP_009876582.1,baseplate
524,YP_009609645.1,baseplate
525,YP_009609678.1,baseplate
526,YP_009609969.1,baseplate
527,YP_009610052.1,baseplate
528,YP_009834654.1,baseplate
529,YP_009834651.1,baseplate
530,YP_009612407.1,baseplate
531,YP_009612483.1,baseplate
532,YP_009877638.1,baseplate
533,YP_009877669.1,baseplate
534,YP_009613020.1,baseplate
535,YP_009613021.1,baseplate
536,YP_009613022.1,baseplate
537,YP_009613218.1,baseplate
538,YP_009613222.1,baseplate
539,YP_009613223.1,baseplate
540,YP_009834885.1,baseplate
541,YP_009834888.1,baseplate
542,YP_009621068.1,baseplate
543,YP_009879446.1,baseplate
544,YP_009879587.1,baseplate
545,YP_009796156.1,baseplate
546,YP_009796278.1,baseplate
547,YP_009796308.1,baseplate
548,YP_009796375.1,baseplate
549,YP_009796494.1,baseplate
550,YP_009796522.1,baseplate
551,YP_009879663.1,baseplate
552,YP_009879779.1,baseplate
553,YP_009879808.1,baseplate
554,YP_009798797.1,baseplate
555,YP_009798807.1,baseplate
556,YP_009798833.1,baseplate
557,YP_009798888.1,baseplate
558,YP_009837623.1,baseplate
559,YP_009837755.1,baseplate
560,YP_009802284.1,baseplate
561,YP_009804806.1,baseplate
562,YP_009804973.1,baseplate
563,YP_009880601.1,baseplate
564,YP_009880736.1,baseplate
565,YP_009805745.1,baseplate
566,YP_009881277.1,baseplate
567,YP_009881342.1,baseplate
568,YP_009881367.1,baseplate
569,YP_009881143.1,baseplate
570,YP_009881168.1,baseplate
571,YP_009814690.1,baseplate
572,YP_009881712.1,baseplate
573,YP_009883453.1,baseplate
574,YP_009883562.1,baseplate
575,YP_009883574.1,baseplate
576,YP_009883601.1,baseplate
577,YP_009889913.1,baseplate
578,YP_009889979.1,baseplate
579,YP_009883093.1,baseplate
580,YP_009883159.1,baseplate
581,YP_009884524.1,baseplate
582,YP_009885962.1,baseplate
583,YP_009889440.1,baseplate
584,YP_009889451.1,baseplate
585,YP_009889483.1,baseplate
586,YP_009889549.1,baseplate
587,YP_009888118.1,baseplate
588,YP_009888230.1,baseplate
589,YP_009887825.1,baseplate
590,YP_009888528.1,baseplate
591,YP_009888638.1,baseplate
592,YP_009887916.1,baseplate
593,YP_009888028.1,baseplate
594,YP_009888324.1,baseplate
595,YP_009888433.1,baseplate
596,YP_009887527.1,baseplate
597,YP_009887641.1,baseplate
598,YP_009889137.1,baseplate
599,YP_009889248.1,baseplate
600,YP_009888725.1,baseplate
601,YP_009888840.1,baseplate
602,YP_009888935.1,baseplate
603,YP_009889048.1,baseplate
604,YP_009887338.1,baseplate
605,YP_009887448.1,baseplate
606,YP_010059078.1,baseplate
607,YP_010059442.1,baseplate
608,YP_010115142.1,baseplate
609,YP_010089025.1,baseplate
610,YP_010089110.1,baseplate
611,YP_010089112.1,baseplate
612,YP_010089114.1,baseplate
613,YP_010092946.1,baseplate
614,YP_010092949.1,baseplate
615,YP_010095704.1,baseplate
616,YP_010095705.1,baseplate
617,YP_010095709.1,baseplate
618,YP_010095749.1,baseplate
619,YP_010095750.1,baseplate
620,YP_010095754.1,baseplate
621,NP_899589.1,baseplate
622,NP_899590.1,baseplate
623,YP_008125165.2,baseplate
624,YP_008125166.1,baseplate
625,YP_004327042.1,baseplate
626,YP_009006271.1,baseplate
627,YP_009006272.1,baseplate
628,YP_009201403.1,baseplate
629,YP_009201404.1,baseplate
630,YP_009189513.1,baseplate
631,NP_049756.1,baseplate
632,NP_049765.1,baseplate
633,NP_049767.1,baseplate
634,NP_049802.1,baseplate
635,NP_049806.1,baseplate
636,YP_010067298.1,baseplate
637,YP_010067300.1,baseplate
638,YP_010067341.1,baseplate
639,NP_046773.1,baseplate
640,YP_009591445.1,baseplate
641,YP_010067036.1,baseplate
642,YP_010067038.1,baseplate
643,YP_010067075.1,baseplate
644,YP_002854106.1,baseplate
645,YP_002854111.1,baseplate
646,YP_002854113.1,baseplate
647,YP_002854144.1,baseplate
648,YP_002854145.1,baseplate
649,YP_002854148.1,baseplate
650,NP_861853.1,baseplate
651,NP_861858.1,baseplate
652,NP_861860.1,baseplate
653,NP_861893.1,baseplate
654,NP_861894.1,baseplate
655,NP_861897.1,baseplate
656,NP_958072.1,baseplate
657,NP_044961.1,baseplate
658,YP_009098533.1,baseplate
659,YP_009098538.1,baseplate
660,YP_009098540.1,baseplate
661,YP_009098573.1,baseplate
662,YP_009098577.1,baseplate
663,NP_542578.1,baseplate
664,YP_009167520.1,baseplate
665,YP_009167525.1,baseplate
666,YP_009167527.1,baseplate
667,YP_009167557.1,baseplate
668,YP_009167558.1,baseplate
669,YP_009167559.1,baseplate
670,YP_009167560.1,baseplate
671,YP_009167562.1,baseplate
672,YP_009874098.1,baseplate
673,NP_891708.1,baseplate
674,NP_891709.1,baseplate
675,NP_891710.1,baseplate
676,NP_891715.1,baseplate
677,NP_891746.1,baseplate
678,NP_891747.1,baseplate
679,NP_891751.1,baseplate
680,YP_001285382.1,baseplate
681,YP_239748.1,baseplate
682,YP_009167965.1,baseplate
683,YP_009167970.1,baseplate
684,YP_009167972.1,baseplate
685,YP_009168004.1,baseplate
686,YP_009168005.1,baseplate
687,YP_009168006.1,baseplate
688,YP_009168007.1,baseplate
689,YP_009168009.1,baseplate
690,YP_009102353.1,baseplate
691,YP_009102358.1,baseplate
692,YP_009102360.1,baseplate
693,YP_009102391.1,baseplate
694,YP_009102395.1,baseplate
695,NP_944915.1,baseplate
696,YP_762528.1,baseplate
697,NP_076693.1,baseplate
698,YP_009874263.1,baseplate
699,YP_009874201.1,baseplate
700,YP_009874149.1,baseplate
701,YP_195114.1,baseplate
702,YP_195240.1,baseplate
703,YP_195245.1,baseplate
704,YP_001039830.1,baseplate
705,YP_214246.1,baseplate
706,YP_214342.1,baseplate
707,YP_214344.1,baseplate
708,YP_214572.2,baseplate
709,YP_214575.1,baseplate
710,YP_214640.1,baseplate
711,YP_214644.1,baseplate
712,YP_001595277.1,baseplate
713,YP_001595281.1,baseplate
714,YP_001595284.1,baseplate
715,YP_001595319.1,baseplate
716,YP_001595320.1,baseplate
717,YP_529578.1,baseplate
718,YP_239593.1,baseplate
719,YP_239672.1,baseplate
720,YP_240256.1,baseplate
721,YP_240330.1,baseplate
722,YP_240404.1,baseplate
723,YP_240480.1,baseplate
724,YP_240557.1,baseplate
725,YP_240631.1,baseplate
726,YP_240696.1,baseplate
727,YP_240770.1,baseplate
728,YP_293735.1,baseplate
729,YP_717680.1,baseplate
730,YP_717685.1,baseplate
731,YP_717767.1,baseplate
732,YP_717771.1,baseplate
733,YP_004322906.1,baseplate
734,YP_004322992.1,baseplate
735,YP_004322996.1,baseplate
736,YP_004322253.1,baseplate
737,YP_004322254.1,baseplate
738,YP_004322287.1,baseplate
739,YP_004324382.1,baseplate
740,YP_004324387.1,baseplate
741,YP_004324464.1,baseplate
742,YP_004323147.1,baseplate
743,YP_004323160.1,baseplate
744,YP_004323234.1,baseplate
745,YP_004323238.1,baseplate
746,YP_004323618.1,baseplate
747,YP_004323631.1,baseplate
748,YP_004323698.1,baseplate
749,YP_004323702.1,baseplate
750,YP_004322673.1,baseplate
751,YP_004322677.1,baseplate
752,YP_004322685.1,baseplate
753,YP_004322762.1,baseplate
754,YP_004322764.1,baseplate
755,YP_004323847.1,baseplate
756,YP_004323860.1,baseplate
757,YP_004323924.1,baseplate
758,YP_004324615.1,baseplate
759,YP_004324628.1,baseplate
760,YP_004324696.1,baseplate
761,YP_004324700.1,baseplate
762,YP_004324059.1,baseplate
763,YP_004324063.1,baseplate
764,YP_004324069.1,baseplate
765,YP_004324153.1,baseplate
766,YP_004324154.1,baseplate
767,YP_004324157.1,baseplate
768,YP_004324837.1,baseplate
769,YP_004324848.1,baseplate
770,YP_004324920.1,baseplate
771,YP_004324924.1,baseplate
772,YP_004323385.1,baseplate
773,YP_004323395.1,baseplate
774,YP_004323454.1,baseplate
775,YP_004323455.1,baseplate
776,YP_004323463.1,baseplate
777,YP_004322438.1,baseplate
778,YP_004322449.1,baseplate
779,YP_004322511.1,baseplate
780,YP_004322512.1,baseplate
781,YP_004322520.1,baseplate
782,YP_007677193.1,baseplate
783,YP_007677247.1,baseplate
784,YP_007677252.1,baseplate
785,YP_003097468.1,baseplate
786,YP_002221459.1,baseplate
787,YP_002221461.1,baseplate
788,YP_002922213.1,baseplate
789,YP_002922214.1,baseplate
790,YP_002922215.1,baseplate
791,YP_002922219.1,baseplate
792,YP_002922253.1,baseplate
793,YP_002922254.1,baseplate
794,YP_002922259.1,baseplate
795,YP_002922493.1,baseplate
796,YP_002922498.1,baseplate
797,YP_002922501.1,baseplate
798,YP_002922539.1,baseplate
799,YP_002922540.1,baseplate
800,YP_002922862.1,baseplate
801,YP_003934786.1,baseplate
802,YP_003934789.1,baseplate
803,YP_003934792.1,baseplate
804,YP_003934829.1,baseplate
805,YP_003934830.1,baseplate
806,YP_003934831.1,baseplate
807,YP_003934832.1,baseplate
808,YP_003127304.1,baseplate
809,YP_003127150.1,baseplate
810,YP_003127202.1,baseplate
811,YP_003127253.1,baseplate
812,YP_009302090.1,baseplate
813,YP_009302091.1,baseplate
814,YP_009302095.1,baseplate
815,YP_009302102.1,baseplate
816,YP_009302176.1,baseplate
817,YP_009302177.1,baseplate
818,YP_009302178.1,baseplate
819,YP_007010937.1,baseplate
820,YP_008126533.1,baseplate
821,YP_007674524.1,baseplate
822,YP_009782931.1,baseplate
823,YP_009782995.1,baseplate
824,YP_009782997.1,baseplate
825,YP_004957053.1,baseplate
826,YP_007675549.1,baseplate
827,YP_007675553.1,baseplate
828,YP_007675477.1,baseplate
829,YP_007518106.1,baseplate
830,YP_004327325.1,baseplate
831,YP_004327327.1,baseplate
832,YP_007675161.1,baseplate
833,YP_007675166.1,baseplate
834,YP_007675244.1,baseplate
835,YP_008130169.1,baseplate
836,YP_007003414.1,baseplate
837,YP_010079804.1,baseplate
838,YP_007238014.1,baseplate
839,YP_007238016.1,baseplate
840,YP_004415048.1,baseplate
841,YP_004415050.1,baseplate
842,YP_004415086.1,baseplate
843,YP_009590709.1,baseplate
844,YP_004508441.1,baseplate
845,YP_004508496.1,baseplate
846,YP_004508500.1,baseplate
847,YP_009806271.1,baseplate
848,YP_009806284.1,baseplate
849,YP_009806357.1,baseplate
850,YP_009806361.1,baseplate
851,YP_009606702.1,baseplate
852,YP_009606704.1,baseplate
853,YP_007004250.1,baseplate
854,YP_007004251.1,baseplate
855,YP_007004252.1,baseplate
856,YP_007004291.1,baseplate
857,YP_007004294.1,baseplate
858,YP_007004297.1,baseplate
859,YP_007004891.1,baseplate
860,YP_007004896.1,baseplate
861,YP_007004898.1,baseplate
862,YP_007004928.1,baseplate
863,YP_007004929.1,baseplate
864,YP_007004930.1,baseplate
865,YP_007004931.1,baseplate
866,YP_007004933.1,baseplate
867,YP_007004527.1,baseplate
868,YP_007004532.1,baseplate
869,YP_007004534.1,baseplate
870,YP_007004564.1,baseplate
871,YP_007004565.1,baseplate
872,YP_007004567.1,baseplate
873,YP_007004569.1,baseplate
874,YP_007501179.1,baseplate
875,YP_007501184.1,baseplate
876,YP_007501186.1,baseplate
877,YP_007501223.1,baseplate
